# x y z nx ny nz
0.034757 0.048140 0.047453 -0.640893 0.766637 0.039030
0.032057 0.044822 0.033238 -0.557299 0.778836 -0.287806
0.129595 -0.015272 0.104878 -0.049401 -0.286032 -0.956946
0.042536 0.053691 0.040600 -0.458999 0.846533 0.269633
0.062033 -0.020748 0.065448 -0.166823 -0.971454 0.168665
0.091626 -0.005350 0.139196 0.533837 0.081029 0.841696
0.137668 -0.007374 0.113562 0.981663 -0.142353 -0.126784
0.116691 -0.020140 0.050723 0.291535 -0.956541 -0.006105
0.115043 0.046620 0.044229 0.253559 0.965778 0.054586
0.095626 0.033219 -0.005252 -0.094039 0.066944 -0.993315
0.088964 -0.022412 0.058097 0.207306 -0.945217 0.252168
0.148460 0.004774 0.075986 0.694471 -0.577878 -0.428680
0.048115 -0.029260 0.041896 -0.445627 -0.890487 0.091917
0.077683 -0.009208 0.124809 -0.252059 0.626739 0.737336
0.145741 0.008279 0.110888 0.735846 -0.514376 0.440394
0.062122 0.048799 -0.003782 -0.228864 0.847986 -0.478059
0.130082 0.011652 -0.005360 0.326269 0.305206 -0.894650
0.092286 0.028412 -0.004012 -0.723369 0.217032 -0.655464
0.090181 -0.023356 -0.006207 0.000915 0.027015 -0.999635
0.117354 -0.017567 0.037357 0.180979 -0.911842 -0.368498
0.042978 0.002102 0.086630 -0.436665 -0.193637 0.878537
0.005883 0.028048 0.017451 -0.727229 0.590833 -0.349363
0.132815 -0.029336 0.108446 0.435061 -0.131795 -0.890703
0.087672 0.054861 -0.003650 0.197720 0.779263 -0.594690
0.087155 0.051076 0.046847 0.844438 0.518070 0.136121
0.059231 0.044266 0.068440 -0.227165 0.963135 0.144107
0.023830 0.012169 0.071623 -0.830541 -0.028650 0.556220
0.053460 0.044997 -0.004752 -0.098133 0.463253 -0.880776
0.107919 0.003802 -0.006268 0.010965 0.037183 -0.999248
0.136863 0.016954 0.115880 0.154932 0.034177 0.987334
0.092796 0.031906 0.078481 -0.281796 0.579509 0.764696
0.115460 0.007688 0.120028 0.561598 0.343806 0.752599
0.145006 0.050287 0.093330 0.684215 0.659871 0.310516
0.130125 0.012301 -0.004977 0.532512 0.433409 -0.727040
0.054201 0.048274 0.060681 0.255850 0.763622 0.592809
0.095770 0.019975 -0.005800 0.325151 0.013564 -0.945565
0.092110 -0.004463 0.127317 -0.609115 0.786383 0.102869
0.087774 0.016687 -0.003483 -0.839369 0.057628 -0.540499
0.126341 -0.058710 0.134816 0.651623 -0.751653 -0.102007
0.128490 0.052878 0.078021 -0.467087 0.828619 -0.308576
0.127326 -0.022035 0.106890 -0.451669 -0.298948 -0.840610
0.139294 -0.027869 0.124827 0.977673 0.083294 0.192921
0.150022 0.013191 0.049676 0.961665 0.034064 -0.272104
0.015815 0.031810 0.008860 -0.467888 0.609312 -0.640171
0.051735 0.044522 -0.004810 -0.075017 0.238791 -0.968169
0.143172 0.053029 0.090079 0.533870 0.835794 0.128185
0.100719 0.027367 -0.006013 -0.103236 0.041578 -0.993788
0.144449 0.027699 0.066703 0.736844 0.595673 0.319742
0.086093 -0.008330 0.138269 -0.771338 0.576308 -0.270011
0.111192 0.022871 -0.006126 0.034020 0.045159 -0.998400
0.033590 -0.009080 0.072185 -0.489359 -0.689513 0.533947
0.074740 0.052633 -0.000823 -0.317620 0.946785 -0.052102
0.063890 -0.018166 0.072503 -0.116718 -0.825137 0.552743
0.097882 -0.000747 0.133886 0.351995 0.502443 0.789716
0.105159 -0.014935 0.073690 -0.023009 -0.883700 0.467488
0.115987 0.044430 0.037239 0.038920 0.923339 -0.382008
0.148105 0.032012 0.108085 0.739142 0.409490 0.534778
0.114880 0.010385 0.118456 0.334957 0.575616 0.745969
0.137034 -0.006490 0.067221 0.625385 -0.699745 0.345326
0.095263 -0.009360 0.011701 0.053335 -0.864495 0.499804
0.041492 0.016076 -0.003679 -0.105490 -0.172977 -0.979260
0.051907 -0.016842 -0.005487 -0.083478 -0.090898 -0.992355
0.057618 0.024319 -0.003249 0.496788 0.536334 -0.682310
0.099187 0.038643 -0.005342 0.029405 0.032118 -0.999051
0.129144 -0.008822 0.102484 -0.148389 -0.348438 -0.925511
0.109382 -0.011053 -0.002532 0.294203 -0.900821 0.319321
0.064939 -0.023869 0.000273 -0.139176 -0.990234 -0.008174
0.049669 -0.008046 -0.005547 0.543173 0.147766 -0.826516
0.060669 0.059481 0.035918 -0.360408 0.924261 -0.125889
0.045722 -0.012068 -0.005173 -0.228017 -0.071302 -0.971043
0.134091 -0.014116 0.106102 0.833401 -0.145489 -0.533176
0.132911 0.040433 0.069327 -0.211812 0.670900 -0.710654
0.068519 -0.023884 0.059571 0.011839 -0.462006 0.886798
0.131869 -0.043385 0.115561 0.978716 -0.169656 0.115462
0.057341 -0.019335 0.066784 -0.080183 -0.950102 0.301457
0.131648 -0.031381 0.131515 -0.145408 0.305962 0.940874
0.086589 -0.028537 0.052817 0.545545 -0.457878 0.701946
0.064157 -0.030385 0.055645 -0.061216 -0.583310 0.809939
0.145157 0.006683 0.108058 0.797799 -0.584958 0.146082
0.082260 0.019215 0.086660 0.368766 0.293995 0.881804
0.116249 0.018723 0.114494 -0.510349 0.126655 0.850589
0.011327 0.004974 0.005604 -0.595142 -0.220521 -0.772772
0.117824 0.040214 0.030650 0.122180 0.811672 -0.571193
0.091552 0.015421 -0.005845 -0.504734 -0.295576 -0.811097
0.055890 -0.024341 0.005201 -0.139433 -0.671134 -0.728105
0.044277 0.035602 -0.004906 -0.107066 0.035499 -0.993618
0.106866 -0.009529 0.082637 0.124013 -0.724861 0.677641
0.113311 0.013591 0.114839 -0.336993 0.814460 0.472324
0.049479 -0.012285 -0.005527 -0.062154 -0.002098 -0.998064
0.014359 0.009167 0.036984 -0.987078 -0.158089 0.026174
0.121635 0.039344 0.093335 -0.461574 0.734540 0.497394
0.114093 -0.010271 -0.005793 0.171436 -0.982726 -0.069703
0.126719 0.045027 0.044355 0.423611 0.864137 -0.271698
0.037984 0.030179 -0.003549 -0.445250 0.200753 -0.872611
0.037787 -0.024818 0.031068 -0.514466 -0.856884 -0.032790
0.071258 -0.027465 0.140068 -0.844398 -0.368469 0.388874
0.129888 -0.050142 0.117251 0.960137 -0.279362 0.009657
0.073951 -0.024137 0.132541 0.522623 -0.701582 -0.484404
0.046098 0.048904 0.060130 -0.144081 0.980485 0.133752
0.138630 -0.018526 0.118866 0.991100 0.007263 -0.132918
0.030660 0.014436 0.079858 -0.722893 0.030564 0.690284
0.134288 -0.034311 0.132931 -0.051824 0.331183 0.942142
0.145540 -0.000565 0.057080 0.901056 -0.426720 0.077511
0.035817 -0.023332 0.038193 -0.600500 -0.792476 0.106683
0.045672 0.043318 -0.004284 -0.210013 0.406613 -0.889134
0.106431 0.007867 0.121793 -0.201031 0.883705 0.422673
0.135609 -0.024710 0.111808 0.987951 -0.122073 0.095137
0.139318 -0.039008 0.132238 0.865550 0.253845 0.431725
0.086839 0.055507 -0.000729 0.268633 0.962864 0.027007
0.136423 -0.042771 0.136464 0.383033 0.468196 0.796291
0.149558 0.022714 0.050649 0.950016 0.247755 -0.189966
0.027444 0.012165 0.076427 -0.792011 0.003254 0.610499
0.053657 0.056656 0.023091 -0.351306 0.912572 -0.209276
0.060035 -0.027521 0.056974 -0.138764 -0.525404 0.839461
0.112994 0.035816 0.024714 0.207036 0.594243 -0.777181
0.150034 0.019083 0.058903 0.989006 0.135058 -0.060213
0.108057 0.045649 0.049991 -0.333144 0.929312 0.159356
0.075573 -0.016797 0.133161 -0.513051 0.772610 0.373969
0.039529 -0.015856 0.003407 -0.843077 -0.292347 -0.451392
0.037809 -0.008024 0.077350 -0.539093 -0.603949 0.587048
0.140592 0.033085 0.065415 0.721677 0.652358 0.231541
0.123532 -0.059846 0.135728 0.274155 -0.960575 0.046208
0.119270 0.046376 0.001945 0.440338 0.730160 0.522464
0.019461 -0.005771 0.037011 -0.877836 -0.478457 0.021974
0.126904 0.005023 0.114870 -0.381110 -0.163436 0.909969
0.139960 0.049851 0.075386 0.414187 0.789378 -0.453136
0.081959 -0.024755 0.056589 0.247898 -0.347243 0.904416
0.097053 -0.009998 0.010229 0.211826 -0.705034 0.676799
0.032683 0.038552 0.007820 -0.596448 0.738884 -0.313529
0.044006 0.044165 -0.003001 -0.397285 0.554549 -0.731191
0.114539 -0.017639 0.065631 0.215182 -0.934635 0.283116
0.095659 0.017059 -0.005851 0.395381 0.057141 -0.916738
0.031885 -0.018737 0.022631 -0.731746 -0.679801 0.049179
0.064286 -0.005130 0.086728 -0.043872 -0.558291 0.828485
0.125627 -0.058276 0.139914 -0.297365 -0.751934 0.588361
0.106904 -0.009650 -0.006192 -0.010160 -0.005872 -0.999931
0.088679 -0.011122 0.119755 -0.069518 -0.770645 -0.633461
0.098565 -0.007391 0.083196 -0.334419 -0.635023 0.696354
0.123303 -0.007680 0.080991 0.085790 -0.996135 -0.018832
0.048154 -0.000853 0.087383 -0.350929 -0.461254 0.814919
0.068880 -0.033822 0.022587 -0.026945 -0.952191 -0.304313
0.127370 0.045345 0.049722 0.350554 0.932600 0.085849
0.119378 0.001404 0.019861 0.334814 -0.253053 -0.907669
0.123321 -0.007343 0.109723 -0.995763 -0.011772 0.091195
0.119935 0.016360 -0.006073 0.060039 0.049648 -0.996961
0.076537 -0.018035 0.138228 -0.683766 0.697096 0.215686
0.141979 -0.004375 0.043480 0.714482 -0.676699 -0.177748
0.101030 -0.020493 0.058626 0.051926 -0.978992 0.197176
0.081509 -0.036746 0.044959 0.204199 -0.962057 0.180964
0.133142 -0.034490 0.109530 0.516848 -0.173093 -0.838396
0.122038 0.001105 0.006223 0.404073 -0.402134 0.821592
0.075488 0.057772 0.050493 0.160627 0.958940 0.233736
0.093014 0.041899 0.031138 -0.269185 0.956515 -0.112335
0.095488 -0.001532 0.135405 0.222448 0.585478 0.779572
0.028853 0.041851 0.055847 -0.631959 0.688074 0.356626
0.074780 0.056823 0.052960 0.124775 0.810342 0.572518
0.049073 0.031846 0.085831 -0.329065 0.556339 0.763022
0.021960 0.036098 0.045904 -0.835232 0.549781 -0.011330
0.126720 -0.057246 0.126323 0.528212 -0.838529 -0.133644
0.138425 -0.003537 0.070274 0.681213 -0.632555 0.368542
0.034424 -0.002940 0.078646 -0.585599 -0.357055 0.727726
0.004211 0.017183 0.010313 -0.805121 0.146204 -0.574808
0.067814 -0.013895 0.077583 0.051455 -0.727455 0.684223
0.110330 0.011633 0.104283 -0.894719 0.386228 -0.224291
0.054096 0.018445 -0.005437 -0.270979 0.026083 -0.962232
0.041629 0.048841 0.014897 -0.442169 0.736762 -0.511535
0.139305 -0.029417 0.124524 0.997303 -0.007415 0.073025
0.124728 0.040831 -0.004876 0.318133 0.233145 -0.918932
0.084561 -0.009462 0.140185 -0.762468 0.586396 -0.273462
0.102989 -0.010395 0.006957 0.489154 -0.202570 0.848348
0.055699 -0.031321 0.026459 -0.273432 -0.961870 -0.006447
0.124632 0.013400 0.116061 -0.007388 -0.073595 0.997261
0.064796 0.040472 -0.003669 0.225015 -0.764310 -0.604317
0.100339 -0.011018 0.008336 0.489154 -0.202570 0.848348
0.051290 0.016112 -0.006169 -0.692690 0.076498 -0.717167
0.096368 0.040087 0.011370 -0.246216 0.966915 0.066725
0.142595 0.035330 0.070144 0.356279 -0.190498 -0.914754
0.068226 -0.020704 0.069130 -0.082132 -0.977385 0.194869
0.007465 0.012481 0.007177 -0.695723 -0.006592 -0.718280
0.046737 0.021607 -0.006109 0.460884 0.252031 -0.850921
0.073062 0.058843 0.044144 0.070691 0.995930 0.055905
0.149406 0.003576 0.085287 0.913802 -0.402367 0.055376
0.137400 -0.016327 0.115375 0.775687 -0.242572 -0.582639
0.124640 -0.059519 0.135949 0.274155 -0.960575 0.046208
0.057621 -0.029205 0.014577 -0.127070 -0.935838 -0.328725
0.124041 0.045345 0.043551 0.074447 0.939006 -0.335746
0.103679 0.029359 -0.005995 0.050118 0.127498 -0.990572
0.050329 0.053342 0.053848 -0.206252 0.825749 0.524975
0.073646 -0.029921 0.010554 0.083480 -0.860295 -0.502915
0.107828 0.025823 -0.006153 0.069261 0.046842 -0.996498
0.082436 -0.003117 0.121482 -0.320849 0.520076 0.791566
0.094737 0.048734 -0.004355 0.498453 0.499517 -0.708539
0.117950 0.000190 0.111175 0.350037 -0.936723 0.004914
0.048420 -0.029744 0.033121 -0.385558 -0.918626 0.086438
0.030453 0.042567 0.021116 -0.466289 0.849152 -0.248022
0.052592 -0.003316 0.087344 -0.249220 -0.513968 0.820808
0.074731 -0.018810 0.126529 0.209962 -0.675531 -0.706805
0.125277 -0.030020 0.110944 -0.707771 -0.269665 -0.652948
0.146815 0.050148 0.082272 0.427058 0.888465 -0.168081
0.000436 0.018090 0.026010 -0.976047 0.135130 0.170508
0.114380 0.026254 0.105900 -0.947688 0.318651 0.018679
0.096802 0.040483 0.016368 -0.255338 0.944709 -0.205737
0.091055 -0.010696 0.139567 0.616544 -0.249067 0.746887
0.041117 0.035138 -0.004268 -0.367145 0.082203 -0.926524
0.056053 -0.022592 0.001075 -0.146614 -0.989103 0.013406
0.050423 -0.028752 0.021208 -0.305695 -0.948810 -0.079440
0.041868 0.050734 0.048883 -0.271364 0.909359 0.315322
0.062081 -0.019273 -0.005806 -0.034121 0.034194 -0.998833
0.043727 -0.027099 0.045403 -0.452654 -0.890905 0.037317
0.132536 -0.044926 0.127463 0.777751 -0.439097 -0.449775
0.100140 -0.010734 0.123478 0.472284 -0.876328 -0.094857
0.147980 0.022724 0.112416 0.437579 0.198884 0.876909
0.123395 0.025490 -0.001586 0.658261 -0.675124 0.333015
0.034101 0.029404 0.079448 -0.549887 0.525132 0.649508
0.084009 -0.018599 0.139570 0.672044 -0.711612 0.204854
0.129397 -0.051742 0.119213 0.907016 -0.407848 -0.104791
0.082278 -0.026656 0.003327 -0.108531 -0.951953 0.286366
0.108479 0.045913 0.044125 -0.242062 0.935365 -0.257874
0.050745 0.046530 0.001007 -0.105495 0.994384 0.008477
0.079081 0.051094 0.007622 -0.241899 0.707676 0.663836
0.030922 -0.019149 0.030734 -0.735339 -0.641906 -0.217331
0.027273 0.034053 0.066045 -0.728628 0.568100 0.382575
0.136344 -0.011423 0.121261 0.744984 0.346124 0.570261
0.061479 0.031230 0.087334 0.026548 0.639340 0.768466
0.053378 -0.021564 0.059238 -0.168582 -0.605592 0.777714
0.083490 0.054015 0.005354 0.150436 0.883295 0.444025
0.080575 -0.017959 0.128186 0.201201 -0.831300 -0.518130
0.138715 -0.025264 0.125025 0.906677 0.239197 0.347449
0.125469 0.032730 0.114166 -0.041687 0.379154 0.924394
0.057446 0.047507 -0.003998 -0.177275 0.825760 -0.535439
0.129248 -0.052216 0.120051 0.959869 -0.278261 0.034961
0.128957 -0.057087 0.140362 0.476381 -0.593512 0.648694
0.132768 0.020642 0.024676 0.587321 0.507982 -0.630086
0.144656 0.006613 0.037681 0.890195 -0.093378 -0.445906
0.148631 0.036734 0.103939 0.811903 0.423495 0.401827
0.077498 -0.027297 0.006871 0.152186 -0.820016 -0.551737
0.029042 -0.017858 0.040559 -0.661016 -0.745735 0.083287
0.060790 0.048412 -0.003843 -0.199268 0.820493 -0.535801
0.139133 -0.026662 0.122750 0.878981 -0.157429 -0.450120
0.072674 0.051435 0.010468 0.342721 0.864736 -0.367117
0.139454 -0.041864 0.132909 0.985113 0.049209 0.164715
0.076496 0.058077 0.039138 0.146259 0.988117 -0.047256
0.025989 0.041490 0.046514 -0.764064 0.637573 -0.098522
0.058943 0.004483 0.090823 -0.066135 -0.175974 0.982171
0.126380 -0.009835 0.030395 0.437854 -0.524169 -0.730432
0.123290 -0.005980 -0.000207 0.342976 -0.900215 0.268293
0.094536 0.002284 -0.002814 -0.374768 -0.387892 -0.842074
0.084114 0.005293 -0.001568 -0.017655 -0.030044 -0.999393
0.032467 -0.011074 0.007992 -0.636994 -0.215779 -0.740053
0.019138 0.026026 0.058380 -0.897219 0.357314 0.259470
0.092766 -0.020570 -0.006027 -0.014718 0.047174 -0.998778
0.146920 0.048056 0.075852 0.471242 0.729654 -0.495515
0.108298 0.020442 -0.006040 0.114085 -0.315588 -0.942013
0.111565 -0.003232 0.118089 0.578841 -0.815051 0.025183
0.048934 -0.013202 -0.005477 -0.085608 -0.015303 -0.996211
0.068825 -0.026039 0.004649 -0.119699 -0.608294 -0.784634
0.122539 0.044956 -0.000379 0.634842 0.704243 0.317831
0.088531 0.040023 -0.005098 -0.077147 -0.038572 -0.996273
0.138237 0.027826 0.032751 0.776577 0.335417 -0.533314
0.113022 -0.020014 0.060054 0.267502 -0.905859 0.328424
0.083635 0.045264 0.062152 0.126713 0.962598 0.239476
0.088683 0.012918 -0.004058 -0.654186 0.329737 -0.680671
0.058339 0.055555 0.016015 -0.268148 0.953731 -0.135996
0.099955 -0.027382 -0.006031 0.313094 -0.662349 -0.680637
0.071438 0.054913 0.056081 0.162797 0.650987 0.741427
0.071785 -0.027167 0.141061 -0.416334 -0.785939 0.457128
0.135920 -0.012321 0.052850 0.575787 -0.793030 0.198930
0.134661 -0.000916 0.116988 0.545920 0.259301 0.796702
0.119049 0.034668 0.098715 -0.541403 0.811449 0.220077
0.088874 0.051121 0.006336 0.350006 0.781713 0.516159
0.055818 0.038642 0.079634 -0.097508 0.829062 0.550589
0.053094 0.057538 0.045728 -0.379750 0.920100 -0.095949
0.093377 0.024978 0.083350 -0.268849 0.461398 0.845477
0.073440 0.051218 0.005165 -0.301295 0.845507 0.440839
0.029850 0.002689 -0.002481 -0.268606 -0.354270 -0.895736
0.089178 -0.015252 0.137239 0.601037 -0.741581 0.298015
0.118875 -0.001445 0.103174 -0.399720 -0.824782 0.399948
0.107254 0.003503 0.090209 -0.608289 -0.310606 0.730417
0.104049 0.044184 0.051900 -0.253942 0.966561 0.035692
0.070931 0.058623 0.046606 0.030633 0.983897 0.176094
0.088846 -0.005839 0.115769 -0.292753 -0.367634 -0.882690
0.060266 0.056855 0.019910 0.020739 0.856711 -0.515380
0.125181 0.020590 0.116279 -0.030958 -0.031621 0.999020
0.120379 -0.015164 0.033548 0.194779 -0.802661 -0.563734
0.098070 0.046512 -0.002408 0.680853 0.671319 -0.292865
0.037539 -0.024086 0.025393 -0.649805 -0.745548 -0.148025
0.094779 0.040028 -0.005317 0.113062 0.079344 -0.990415
0.127814 0.036840 0.030810 0.396365 0.655422 -0.642897
0.149216 0.019171 0.062095 0.940283 0.228725 0.252096
0.054738 0.024831 -0.004737 0.283729 0.289385 -0.914196
0.135127 -0.009568 0.106286 0.792485 -0.189207 -0.579801
0.125426 0.039175 0.109767 -0.427440 0.833779 0.349439
0.072357 0.007828 0.089370 0.172839 -0.113475 0.978392
0.135449 0.006832 0.026979 0.758860 -0.089159 -0.645122
0.034914 0.040711 0.064915 -0.483870 0.722587 0.493698
0.060763 -0.025732 0.058130 -0.152800 -0.436662 0.886554
0.096675 0.046756 -0.004561 0.408827 0.456519 -0.790222
0.118795 0.047676 -0.001836 0.391323 0.916072 -0.087629
0.088300 0.054755 0.001123 0.393606 0.861054 0.321964
0.009288 0.000191 0.011541 -0.557403 -0.642419 -0.525928
0.053730 0.040342 0.076391 -0.225479 0.898463 0.376726
0.136334 -0.050683 0.139468 0.824378 -0.356793 0.439432
0.048294 -0.028230 0.021723 -0.251087 -0.945264 -0.208401
0.145809 0.033792 0.071765 0.378638 -0.208790 -0.901687
0.069568 0.056928 0.053840 0.043015 0.848761 0.527024
0.131712 0.000688 -0.005254 0.889307 -0.376698 -0.259290
0.094255 -0.019955 0.031505 0.910291 -0.299784 -0.285482
0.128974 0.004290 0.115605 -0.381110 -0.163436 0.909969
0.090279 0.044607 0.060973 -0.028043 0.931683 0.362189
0.109890 -0.012138 -0.005942 0.038643 -0.164074 -0.985691
0.062575 -0.020574 -0.005868 -0.065767 -0.185216 -0.980495
0.125202 0.030739 -0.005034 0.172556 -0.010671 -0.984942
0.022700 -0.004968 0.013181 -0.102617 -0.986414 0.128282
0.152477 0.042211 0.077032 0.869019 0.250498 -0.426682
0.117107 0.018937 0.003691 0.365824 0.458396 0.809966
0.091245 0.050771 -0.004720 0.215329 0.288055 -0.933090
0.099138 0.005631 0.114111 -0.540308 0.760311 -0.360547
0.062773 -0.027576 0.007189 -0.123130 -0.708066 -0.695328
0.046364 0.055399 0.035824 -0.380242 0.905276 -0.189452
0.072497 -0.022234 -0.006128 -0.071839 -0.304495 -0.949801
0.074395 -0.025481 0.144458 0.082648 -0.649453 0.755897
0.121298 0.046172 -0.004047 0.557072 0.729234 -0.397352
0.111088 0.018994 0.010712 0.985665 -0.168556 -0.007334
0.138767 -0.042381 0.134504 0.719589 0.284934 0.633249
0.105279 0.040792 0.018552 0.540106 0.838679 -0.070019
0.067067 -0.018729 0.072119 0.007938 -0.817174 0.576336
0.095496 0.043909 0.041191 -0.394939 0.915241 -0.079732
0.093084 0.001885 0.115126 -0.496603 0.652094 -0.572852
0.101339 0.043422 0.003075 -0.363079 0.898288 0.247491
0.138729 0.022785 0.031205 0.771976 0.251001 -0.583996
0.020707 0.026169 0.001693 -0.454627 0.343824 -0.821644
0.114074 0.002047 0.122646 0.680196 -0.000466 0.733030
0.049744 -0.008345 -0.005551 0.543173 0.147766 -0.826516
0.132648 -0.040732 0.111747 0.859545 -0.310911 -0.405606
0.155010 0.021686 0.086336 0.989930 0.020861 0.140010
0.093855 0.020874 -0.005718 -0.037345 0.063100 -0.997308
0.145100 -0.001572 0.088073 0.605712 -0.748344 0.270359
0.144513 -0.003278 0.052603 0.874347 -0.479788 0.072942
0.030660 0.028209 -0.000604 -0.272735 0.461444 -0.844207
0.130071 -0.049295 0.122262 0.959330 -0.281913 0.014503
0.121959 0.044377 0.080663 -0.784523 0.619297 0.031558
0.047752 -0.012515 -0.005392 -0.066039 -0.058262 -0.996115
0.045090 0.052031 0.051683 -0.580806 0.781240 0.228753
0.001340 0.008522 0.019270 -0.947202 -0.192931 -0.256099
0.045295 -0.027134 0.017861 -0.236106 -0.971697 -0.007605
0.107904 0.008284 -0.006147 -0.014043 0.013577 -0.999809
0.027869 0.043563 0.048209 -0.710560 0.702450 -0.040860
0.029615 -0.004656 0.005579 -0.107246 -0.950928 -0.290232
0.138442 -0.016047 0.117319 0.927947 -0.147414 -0.342321
0.065381 0.057005 0.053939 -0.010128 0.828922 0.559273
0.126872 -0.018598 0.124064 -0.696142 0.335866 0.634492
0.038320 0.050771 0.034371 -0.604543 0.766431 -0.217051
0.126737 -0.056263 0.122617 0.528099 -0.819179 -0.223734
0.041550 0.043430 -0.001274 -0.569354 0.705748 -0.421611
0.154045 0.014101 0.080822 0.978287 -0.204309 0.034805
0.024545 0.038695 0.025006 -0.765984 0.632061 -0.117335
0.051732 0.041242 0.072824 -0.295590 0.940607 0.166988
0.120014 0.041795 -0.005244 0.020175 0.035353 -0.999171
0.023293 -0.005744 0.062887 -0.842171 -0.441190 0.309999
0.053831 0.003500 -0.005523 0.036980 -0.073230 -0.996629
0.133085 -0.019341 0.106683 0.741922 -0.214433 -0.635271
0.153464 0.039520 0.083398 0.987079 0.102647 0.123041
0.087240 -0.026424 0.005104 -0.003008 -0.839557 0.543264
0.030898 0.045003 0.051439 -0.463620 0.880554 0.098393
0.082634 -0.023197 0.057664 0.090124 -0.906203 0.413126
0.105012 0.040534 0.013396 0.540106 0.838679 -0.070020
0.041278 -0.019806 0.004546 -0.617731 -0.772433 -0.147499
0.075484 0.051732 -0.004398 -0.105697 0.519259 -0.848055
0.060009 -0.018699 0.069888 -0.017669 -0.975048 0.221292
0.055385 0.047180 -0.003819 -0.177275 0.825760 -0.535439
0.049512 0.044423 -0.004604 -0.104629 0.482363 -0.869700
0.152877 0.032941 0.087807 0.973207 0.069813 0.219074
0.072069 -0.026848 0.135369 0.492136 -0.784693 -0.376908
0.053725 -0.022014 -0.001899 -0.174684 -0.976212 -0.128438
0.051723 -0.005511 -0.005145 0.463108 -0.170952 -0.869659
0.118701 0.033016 0.112260 -0.499874 0.563695 0.657552
0.054011 0.025932 -0.004586 0.332661 0.508393 -0.794275
0.015957 0.031258 0.021969 0.277795 0.797954 0.534883
0.082577 -0.012512 0.145390 0.139965 0.411708 0.900503
0.103186 -0.008626 0.125474 0.555124 -0.823760 0.115134
0.077647 0.047395 -0.004999 -0.017439 0.013191 -0.999761
0.000347 0.011243 0.023501 -0.982711 -0.146817 0.112801
0.075934 -0.021413 -0.006093 -0.006130 0.067695 -0.997687
0.109858 0.028978 0.091664 -0.802486 0.416318 0.427429
0.123035 0.018431 0.019471 0.308910 0.210355 -0.927537
0.122226 -0.003099 0.105526 -0.773591 -0.584348 0.245143
0.023836 -0.013874 0.041497 -0.781813 -0.558903 -0.276396
0.139013 0.030603 0.035583 0.726762 0.418645 -0.544567
0.091884 0.052840 0.000450 0.587587 0.776544 0.227423
0.095555 0.016236 -0.005925 0.323340 0.011586 -0.946212
0.129054 -0.009006 0.120740 -0.523885 0.404580 0.749572
0.131998 -0.014240 0.104602 0.396271 -0.233261 -0.888008
0.100482 -0.009691 0.016005 -0.045108 -0.988658 -0.143250
0.138343 -0.016244 0.118795 0.987587 0.128015 0.091020
0.124215 0.030885 -0.005209 0.172556 -0.010671 -0.984942
0.149125 0.008550 0.056880 0.985330 -0.169552 0.019416
0.101581 0.002541 0.130289 0.114199 0.756214 0.644282
0.125613 0.027667 -0.004770 0.728532 -0.232200 -0.644456
0.119962 0.039580 0.076270 -0.444603 0.763698 -0.468074
0.053454 0.024103 -0.005132 0.078902 0.091492 -0.992675
0.112116 0.032586 0.019743 0.958534 0.283366 -0.030285
0.120806 0.040075 0.068733 -0.021339 0.858360 0.512603
0.136676 -0.015231 0.123070 0.722017 0.337925 0.603737
0.122327 0.000054 0.021539 0.281266 -0.322437 -0.903838
0.064132 -0.033382 0.024897 -0.174022 -0.982263 0.069827
0.078747 0.053644 0.026442 0.694413 0.669191 -0.264527
0.072466 -0.033150 0.017686 -0.038597 -0.954748 -0.294900
0.103849 0.001987 0.129749 0.351601 0.473207 0.807745
0.136044 -0.022457 0.117366 0.732966 -0.325296 -0.597447
0.039674 0.048562 0.055658 -0.265922 0.934258 0.237588
0.107664 -0.005827 0.122584 0.666051 -0.714984 0.212541
0.014910 0.031582 0.022029 0.277795 0.797954 0.534883
0.011895 0.028831 0.009112 -0.586999 0.546958 -0.596883
0.062241 0.014863 -0.003461 0.640129 0.175968 -0.747843
0.050404 0.045511 -0.004119 -0.097542 0.476665 -0.873656
0.048584 -0.028016 0.018955 -0.289571 -0.956106 -0.044828
0.099065 -0.016797 0.071336 0.100016 -0.891481 0.441880
0.069862 -0.022734 0.132670 -0.971357 0.193883 0.137389
0.082469 -0.016729 0.144744 0.652422 -0.129093 0.746780
0.132309 -0.001054 0.117778 -0.022760 0.414700 0.909673
0.122929 -0.033928 0.118699 -0.987573 -0.117549 -0.104313
0.145150 -0.000865 0.046345 0.873716 -0.443274 -0.200322
0.125880 0.018092 -0.004021 0.718731 0.659982 -0.218744
0.062946 -0.026925 0.057783 -0.120348 -0.524315 0.842977
0.049952 0.003336 -0.005572 0.005994 0.319640 -0.947520
0.136076 0.048739 0.101113 0.034827 0.805073 0.592152
0.115240 0.047655 0.001439 0.026665 0.826544 0.562240
0.093962 0.048885 -0.004675 0.215328 0.288056 -0.933090
0.100076 0.043202 0.027396 0.018270 0.997008 -0.075115
0.147744 0.023916 0.046657 0.908884 0.240773 -0.340527
0.090979 0.019471 -0.005509 -0.414177 0.135795 -0.900009
0.065739 0.059737 0.037914 0.191109 0.979907 0.057098
0.087516 -0.007184 0.136674 -0.771926 0.574482 -0.272214
0.148638 0.007394 0.051663 0.960151 -0.261064 0.099777
0.054008 -0.026696 0.009845 -0.075618 -0.845120 -0.529201
