# x y z nx ny nz
0.056315 0.021091 -0.005202 0.063766 0.149634 -0.986683
0.067095 0.051283 0.059171 0.075285 0.494994 0.865629
0.153714 0.040860 0.080613 0.989385 0.144769 -0.012642
0.059527 0.036789 0.082515 -0.084116 0.771847 0.630219
0.137620 -0.001598 0.114301 0.900238 0.139250 0.412529
0.124355 0.026649 -0.005086 0.349157 -0.091339 -0.932602
0.150214 0.028646 0.098665 0.978529 0.056283 -0.198275
0.079133 -0.008512 -0.001154 -0.019761 -0.023661 -0.999525
0.048354 -0.007801 -0.005466 -0.062159 -0.002095 -0.998064
0.018076 0.032364 0.007835 -0.403939 0.651336 -0.642336
0.071490 -0.024881 0.139585 -0.883784 0.340082 0.321358
0.079511 -0.037501 0.042224 -0.102491 -0.994470 -0.022922
0.121115 0.015208 0.018530 0.269319 0.086082 -0.959196
0.052754 -0.016664 0.074596 -0.300410 -0.858827 0.414933
0.106963 0.013056 0.092665 -0.739096 -0.045537 0.672059
0.058696 -0.024193 0.058514 -0.187794 -0.422733 0.886583
0.133057 -0.005284 0.119838 0.237926 0.457301 0.856894
0.105985 0.006771 0.124361 -0.194721 0.921438 0.336208
0.150126 0.036958 0.098841 0.985084 0.125086 0.118163
0.089194 -0.027419 -0.005622 -0.184138 -0.425761 -0.885901
0.055011 -0.000919 -0.004082 0.587934 -0.468059 -0.659738
0.046150 0.042986 -0.004414 -0.132443 0.190424 -0.972727
0.114617 0.037707 0.086541 -0.670771 0.696081 0.256003
0.136424 0.012257 0.027249 0.643305 0.078462 -0.761578
0.066879 -0.032256 0.054124 -0.076810 -0.723817 0.685704
0.017223 0.003109 0.056517 -0.946093 -0.169592 0.275946
0.040038 -0.022277 0.010505 -0.436731 -0.688241 -0.579302
0.059474 -0.021374 -0.005202 -0.094113 -0.395461 -0.913648
0.046920 0.017677 -0.006269 0.006194 -0.284877 -0.958544
0.047888 -0.014283 -0.005335 -0.096814 -0.068910 -0.992914
0.112062 0.041189 0.007851 -0.059340 0.598162 0.799175
0.146917 0.008697 0.042414 0.959428 -0.108034 -0.260434
0.127412 -0.055333 0.120938 0.882652 -0.466101 -0.060614
0.072435 -0.014025 0.125797 -0.641262 0.757905 -0.119849
0.049014 0.007126 -0.004898 0.504137 0.172770 -0.846166
0.116506 -0.001832 0.009936 0.847935 -0.520488 0.100489
0.110272 -0.010706 -0.006163 0.040223 -0.162021 -0.985967
0.055861 0.045023 -0.005006 -0.054328 0.057262 -0.996880
0.094778 0.042840 0.034172 -0.222741 0.974560 -0.024868
0.038404 0.022236 -0.004946 -0.065869 0.059162 -0.996073
0.103198 -0.025752 -0.005645 0.581447 -0.585858 -0.564527
0.131451 -0.023931 0.128867 -0.110252 0.408419 0.906112
0.124164 -0.059651 0.136015 0.216525 -0.956223 0.196863
0.147946 0.001518 0.088055 0.855724 -0.471805 0.212455
0.098668 0.002060 0.131270 0.079600 0.755387 0.650426
0.043053 -0.013311 0.074243 -0.373044 -0.845068 0.383013
0.089522 -0.032806 0.044155 0.712501 -0.689864 0.128178
0.083161 0.054857 0.049092 0.549032 0.741652 0.385377
0.139038 -0.031350 0.128054 0.982267 0.092777 0.162923
0.054740 0.050263 0.006647 -0.197987 0.636439 -0.745484
0.125290 0.040920 -0.000194 0.878019 0.383069 0.286951
0.022639 0.016457 -0.001913 -0.421999 0.109330 -0.899980
0.134005 -0.005792 0.076764 0.290337 -0.942556 -0.165208
0.129856 0.012455 0.021690 0.571041 0.061146 -0.818641
0.089074 -0.014304 0.139259 0.620692 -0.681387 0.387883
0.043743 0.053377 0.032547 -0.491941 0.856085 -0.158470
0.128353 0.046266 0.073047 -0.550622 0.325987 -0.768471
0.015839 0.028567 0.026457 -0.072331 0.837276 0.541976
0.075435 -0.021264 0.130006 0.524724 -0.693975 -0.493015
0.059289 0.045938 -0.004988 -0.056878 0.237135 -0.969810
0.075738 -0.027435 0.056993 0.176808 -0.347983 0.920678
0.122678 -0.056042 0.134350 -0.946996 0.215518 0.238224
0.147000 0.035532 0.071965 0.443800 -0.198894 -0.873775
0.150763 0.040812 0.091753 0.966258 0.198595 0.164027
0.059997 0.015536 -0.004756 0.428460 -0.076803 -0.900291
0.062125 0.055855 0.014578 0.150909 0.955885 -0.252011
0.154058 0.028429 0.085460 0.961969 0.253731 0.101172
0.042220 0.052628 0.043656 -0.389190 0.878212 0.277985
0.056453 0.047416 0.001487 -0.176014 0.984205 0.018941
0.004379 0.021371 0.011144 -0.792542 0.298172 -0.531951
0.069594 0.057012 0.026906 0.207410 0.977114 -0.047207
0.087302 -0.008362 0.134904 -0.768957 0.570712 -0.288086
0.029863 -0.003146 0.002630 -0.186821 -0.855748 -0.482487
0.097322 0.025312 -0.005746 -0.103249 0.041571 -0.993786
0.060854 0.056027 0.014471 -0.100619 0.969491 -0.223523
0.128388 0.045235 0.101926 -0.540236 0.753134 0.375413
0.050035 -0.005700 -0.005334 0.112615 -0.016957 -0.993494
0.105937 -0.016987 0.036919 0.040985 -0.880179 -0.472869
0.100512 -0.015650 0.031627 -0.162348 -0.911173 -0.378692
0.054198 0.043071 0.068590 -0.211084 0.965528 0.152313
0.130605 -0.005815 0.119711 -0.522967 0.358429 0.773327
0.066482 -0.022697 -0.005044 0.335562 -0.600567 -0.725753
0.122886 0.022928 -0.005573 0.507753 -0.016887 -0.861337
0.063422 -0.022295 -0.005047 -0.094263 -0.723383 -0.683983
0.040235 -0.005247 0.080954 -0.455163 -0.507681 0.731496
0.089315 0.019333 -0.003903 -0.771945 0.219830 -0.596469
0.055845 -0.018552 0.069716 -0.125207 -0.978656 0.162962
0.147721 0.043840 0.098270 0.756340 0.543186 0.364553
0.022171 -0.012220 0.044040 -0.854397 -0.478293 -0.203081
0.021131 0.015171 0.067300 -0.902987 0.083287 0.421518
0.001800 0.021205 0.017139 -0.922370 0.249045 -0.295313
0.043058 -0.027168 0.037260 -0.413202 -0.909328 0.048851
0.056604 0.007190 -0.005668 -0.150913 -0.081928 -0.985146
0.103093 0.028409 0.082049 0.093921 0.674836 0.731967
0.083106 0.051187 0.030991 0.799678 0.537877 -0.266839
0.071702 -0.015413 0.127362 -0.805322 0.449675 0.386328
0.087785 0.052893 0.004445 0.365468 0.725486 0.583184
0.102199 0.040191 0.068417 -0.069363 0.817609 0.571580
0.041916 0.020971 -0.004500 0.299556 -0.386578 -0.872252
0.133916 -0.030448 0.131557 0.110919 0.337134 0.934900
0.095803 0.018039 -0.005748 0.486858 -0.028958 -0.873001
0.135531 0.054192 0.079427 0.275367 0.929056 -0.247038
0.084480 -0.003478 0.117385 -0.481081 0.371019 -0.794295
0.115527 0.048162 -0.001912 -0.106525 0.992903 -0.052870
0.131490 0.043205 0.054193 0.421950 0.891572 0.164491
0.006104 0.011127 0.032678 -0.134395 -0.224046 0.965268
0.116101 0.045623 0.039955 0.073136 0.929410 -0.361729
0.135911 -0.036942 0.133416 0.422393 0.456941 0.782808
0.073310 0.045118 0.064046 0.097739 0.980641 0.169678
0.052395 0.057160 0.031609 -0.220446 0.955162 -0.197661
0.093096 -0.010702 0.014791 0.904683 -0.421220 -0.064199
0.029180 0.035592 0.009416 -0.750509 0.470117 -0.464463
0.083786 0.054389 -0.004185 0.040560 0.584323 -0.810507
0.031473 -0.012053 0.009645 -0.775039 -0.262863 -0.574646
0.087555 -0.035047 0.043261 0.384737 -0.918859 0.087610
0.075467 0.023753 0.087901 0.348638 0.384219 0.854884
0.126055 0.045839 0.091010 -0.775584 0.479658 0.410363
0.051731 0.050830 0.008567 -0.332993 0.614347 -0.715328
0.094668 0.041983 0.027039 -0.396318 0.899785 -0.182536
0.087705 0.051019 0.043366 0.898954 0.432479 -0.069588
0.106673 -0.004719 0.113047 0.227697 -0.851433 -0.472457
0.084738 0.042642 -0.003144 -0.025794 -0.640844 -0.767238
0.144535 0.011998 0.037129 0.855333 -0.028097 -0.517316
0.136467 -0.017968 0.111048 0.992083 -0.096504 -0.080369
0.091686 0.051563 0.003626 0.352660 0.860938 0.366628
0.003949 0.009721 0.011358 -0.832570 -0.109664 -0.542956
0.076031 -0.023473 0.146005 -0.031765 -0.389969 0.920280
0.150198 0.016730 0.050777 0.961203 0.049420 -0.271379
0.056317 0.057732 0.031813 -0.094722 0.988626 -0.116817
0.123660 -0.047095 0.130106 -0.824206 0.328637 0.461174
0.100363 0.006593 0.117369 -0.042217 0.739666 0.671649
0.103103 0.006387 0.122361 -0.546256 0.837065 0.030451
0.056995 0.009072 0.091479 -0.058580 -0.097980 0.993463
0.106763 0.030521 -0.005689 0.050394 0.127674 -0.990535
0.137043 -0.027959 0.121376 0.555776 -0.381313 -0.738724
0.147228 0.016788 0.042301 0.961174 0.134581 -0.240899
0.026184 0.024348 -0.001179 -0.351657 0.296234 -0.888022
0.060050 -0.032643 0.029253 -0.242625 -0.943650 -0.225071
0.153091 0.038927 0.077719 0.946632 0.080463 -0.312112
0.083536 -0.036246 0.031781 0.351106 -0.883170 -0.311023
0.113575 -0.014686 0.032596 -0.143783 -0.825288 -0.546100
0.059268 0.046395 -0.004766 -0.094660 0.446282 -0.889872
0.090529 0.022320 -0.004229 -0.674041 0.221575 -0.704679
0.074622 0.003125 0.087965 0.183357 -0.209312 0.960504
0.008756 0.024821 0.008688 -0.609690 0.458289 -0.646722
0.128058 -0.056806 0.133867 0.715920 -0.691962 -0.092988
0.011120 -0.002757 0.015136 -0.449908 -0.884522 -0.123302
0.145025 0.029289 0.061885 0.783065 0.584019 0.213848
0.115813 0.032302 0.008673 0.528609 0.173608 0.830923
0.140087 0.053494 0.091952 0.188874 0.930843 0.312824
0.109571 0.011097 0.107249 -0.800922 0.544880 -0.248256
0.109843 0.044370 0.059692 0.021519 0.919712 0.392003
0.050359 0.022909 0.090125 -0.280851 0.264541 0.922573
0.027930 -0.008242 0.012978 -0.683342 -0.493469 -0.538082
0.024805 -0.013531 0.050983 -0.695375 -0.658940 0.286798
0.066200 -0.034179 0.028877 -0.315966 -0.933002 -0.172255
0.100646 0.042456 0.021342 0.088469 0.977669 -0.190623
0.095989 -0.007930 0.136540 0.562811 -0.173178 0.808241
0.100705 0.000659 0.131856 0.326483 0.486042 0.810662
0.093564 -0.004577 0.137907 0.524187 0.082767 0.847572
0.000739 0.015086 0.028468 -0.923476 0.006381 0.383603
0.044962 0.052633 0.025585 -0.511154 0.820411 -0.256218
0.090957 -0.017102 0.013927 0.961922 -0.248484 -0.113849
0.095528 0.003913 0.119457 0.003505 0.563387 0.826186
0.137703 -0.014075 0.115270 0.854509 -0.150646 -0.497112
0.048409 0.046129 -0.001764 -0.207356 0.971810 -0.112199
0.139140 -0.037154 0.131353 0.820812 0.316454 0.475526
0.003611 0.020921 0.030571 -0.538575 0.338946 0.771396
0.030034 0.012035 -0.004533 -0.251602 0.079773 -0.964537
0.138432 -0.048156 0.136953 0.975077 -0.210760 0.069324
0.081270 0.034763 0.079526 0.236749 0.722650 0.649405
0.134347 -0.035839 0.122793 0.838372 -0.306420 -0.450822
0.130777 -0.036527 0.109582 -0.020975 -0.229642 -0.973049
0.097161 0.046903 -0.003851 0.671226 0.570674 -0.473061
0.132105 0.009750 -0.004663 0.526968 0.355281 -0.772062
0.131187 -0.007981 0.032095 0.525961 -0.515620 -0.676388
0.084144 -0.016613 -0.002619 0.028468 0.739137 -0.672954
0.082553 -0.024053 -0.006291 -0.052779 -0.216135 -0.974936
0.151715 0.027660 0.093255 0.900758 0.165123 0.401708
0.120481 0.036259 0.102414 -0.698780 0.632197 -0.334715
0.064704 0.055505 0.015064 0.204607 0.978432 -0.028405
0.146034 0.029228 0.071991 0.536526 0.254980 -0.804441
0.081531 0.024757 0.085037 0.316668 0.372114 0.872498
0.103490 -0.021008 0.054280 0.161935 -0.984765 0.063367
0.109931 0.015068 0.099503 -0.935014 0.185177 0.302420
0.102869 0.005786 0.120365 -0.753927 0.637081 -0.160378
0.085582 -0.010504 -0.001265 -0.011710 0.028112 -0.999536
0.117053 0.000096 0.114669 0.646138 -0.700939 0.301979
0.046652 0.034428 0.082694 -0.424671 0.622404 0.657470
0.017442 0.032738 0.008705 -0.150446 0.883621 -0.443373
0.104015 0.044885 -0.004124 -0.146370 0.724539 -0.673513
0.085922 -0.012290 0.143313 0.552535 -0.112264 0.825895
0.135463 0.048676 0.072016 0.073083 0.600687 -0.796137
0.068392 -0.014401 -0.002704 0.148919 0.808206 -0.569760
0.136127 -0.020622 0.126136 0.557137 0.373481 0.741694
0.109006 -0.002559 0.126211 0.728578 -0.435226 0.528916
0.133174 -0.002990 0.118682 0.274222 0.353288 0.894422
0.020080 -0.006888 0.031065 -0.888095 -0.457440 -0.045123
0.139243 0.050226 0.098666 0.085571 0.854971 0.511569
0.040322 -0.025952 0.025827 -0.526366 -0.826125 -0.201139
0.084684 -0.014140 0.075194 -0.017495 -0.862189 0.506284
0.101918 0.000955 0.108651 -0.384040 -0.232176 -0.893649
0.147187 0.027992 0.051438 0.867308 0.477907 -0.139219
0.019348 -0.007584 0.047802 -0.918855 -0.394461 0.010298
0.051926 0.015198 -0.006317 0.360873 0.213865 -0.907762
0.127810 -0.004660 -0.005994 0.422626 -0.565260 -0.708427
0.148387 0.040470 0.100494 0.810668 0.425110 0.402615
0.039636 0.052202 0.038714 -0.561545 0.824319 -0.071872
0.133003 0.002741 -0.003805 0.889307 -0.376698 -0.259290
0.067058 -0.017648 0.073315 -0.085230 -0.488977 0.868123
0.056198 0.051692 0.008064 -0.069638 0.756267 -0.650546
0.130633 0.011582 -0.004978 0.620753 0.419831 -0.662124
0.068376 0.047712 -0.004903 0.003216 0.048307 -0.998827
0.044292 0.042790 -0.004199 -0.322062 0.364697 -0.873654
0.103363 -0.005663 -0.005995 -0.063058 0.014437 -0.997905
0.112354 0.023483 -0.006059 0.034020 0.045159 -0.998400
0.024341 -0.014685 0.046417 -0.680970 -0.731795 0.027496
0.089836 0.001396 0.117384 -0.435084 0.718974 -0.542013
0.034188 -0.014667 0.007617 -0.580177 -0.263674 -0.770630
0.076809 0.051482 0.006426 -0.184518 0.735982 0.651371
0.127245 0.035110 -0.001704 0.914883 -0.095831 0.392180
0.108892 0.011220 0.115264 -0.501811 0.839707 0.207553
0.102273 0.013435 -0.005455 -0.394361 -0.507810 -0.765904
0.027303 0.035952 0.013146 -0.702650 0.592612 -0.393820
0.150240 0.013186 0.108160 0.907237 -0.418364 -0.043512
0.026071 0.041106 0.040134 -0.716973 0.694225 -0.063256
0.055775 -0.017821 -0.005615 -0.015487 -0.025407 -0.999557
0.042824 0.004178 -0.005381 -0.041465 -0.018760 -0.998964
0.100166 -0.015563 -0.006009 -0.060138 0.022051 -0.997946
0.154237 0.016274 0.086915 0.971811 -0.149208 0.182538
0.108661 0.011689 0.112239 -0.517281 0.853150 0.067501
0.138530 -0.046332 0.136188 0.810352 0.189323 0.554514
0.130332 -0.001196 -0.005641 0.520154 -0.288282 -0.803949
0.131857 -0.006620 0.100929 0.435260 -0.899986 0.023938
0.041263 0.049708 0.018338 -0.537845 0.821500 -0.189367
0.124500 -0.058851 0.127444 0.428390 -0.889687 -0.157919
0.126941 -0.056187 0.122823 0.528099 -0.819179 -0.223734
0.123243 0.035155 0.112969 -0.125245 0.405705 0.905382
0.100440 0.044790 0.042744 0.298164 0.949236 -0.100245
0.086565 0.001803 0.084906 0.011257 -0.114428 0.993368
0.108963 -0.008960 0.004623 0.337794 -0.886170 0.317171
0.033832 0.026773 -0.002607 -0.403214 0.361289 -0.840767
0.100200 0.004181 0.110708 -0.584256 0.528357 -0.616023
0.027393 0.009541 -0.003799 -0.308922 -0.091407 -0.946685
0.123411 0.017925 -0.005681 0.324161 0.358061 -0.875621
0.005661 0.002686 0.014552 -0.826786 -0.487400 -0.280832
0.114480 -0.016342 0.035126 -0.052756 -0.845180 -0.531872
0.138958 0.037555 0.054139 0.700917 0.710753 0.059550
0.052452 0.051407 0.057137 -0.256166 0.687358 0.679645
0.123800 -0.002787 0.110191 -0.906602 0.130072 0.401440
0.097798 0.044972 0.047377 -0.018996 0.990373 0.137118
0.095869 -0.004233 0.136512 0.496429 0.173086 0.850647
0.112591 0.047714 -0.000219 -0.388808 0.891183 0.233713
0.139136 -0.026348 0.124430 0.934896 0.199530 0.293525
0.108049 0.023489 -0.006326 -0.080033 -0.055317 -0.995256
0.120105 0.007897 -0.006286 0.006926 0.025978 -0.999639
0.070779 -0.020638 -0.006006 -0.006857 0.068594 -0.997621
0.148097 0.019951 0.046473 0.832345 0.097058 -0.545693
0.100432 0.004248 0.127185 -0.319105 0.925449 0.204246
0.092667 0.023645 0.083848 -0.256813 0.463855 0.847871
0.089900 0.054180 -0.003368 0.307643 0.780925 -0.543610
0.142268 0.012968 0.033516 0.840394 0.039692 -0.540521
0.098260 -0.021963 0.048469 0.263469 -0.896930 -0.355107
0.150989 0.044528 0.076685 0.775890 0.511005 -0.369957
0.105482 0.044318 -0.004750 -0.026145 0.203826 -0.978658
0.131369 -0.054350 0.136541 0.614990 -0.752448 -0.235818
0.110236 0.007388 0.102143 -0.920206 0.145674 -0.363317
0.048108 -0.006738 -0.005454 -0.059324 0.000678 -0.998239
0.132213 0.009237 -0.004825 0.464933 0.213613 -0.859189
0.038195 0.020179 -0.005054 0.179292 -0.305485 -0.935165
0.002180 0.007390 0.027699 -0.889122 -0.416736 0.189193
0.130236 -0.021067 0.106238 0.173398 -0.267559 -0.947811
0.115911 0.046246 0.050275 -0.118753 0.984990 -0.125272
0.138907 -0.031037 0.128350 0.894909 0.237889 0.377554
0.146613 0.005516 0.099861 0.807109 -0.399015 0.435157
0.050083 0.056220 0.045145 -0.492847 0.856922 -0.150952
0.066562 0.054228 0.012720 0.282579 0.869605 -0.404890
0.055303 0.045162 0.064243 0.150806 0.791650 0.592071
0.008409 0.030501 0.018108 -0.541258 0.837146 -0.078908
0.059603 0.038790 -0.003536 0.221525 -0.752706 -0.619967
0.135979 -0.026929 0.119814 0.737533 -0.369527 -0.565239
0.036937 0.022622 -0.004618 -0.215967 0.123291 -0.968585
0.046409 0.020678 -0.006561 0.460884 0.252031 -0.850921
0.000619 0.011255 0.025880 -0.982711 -0.146817 0.112801
0.144883 0.051993 0.089716 0.651282 0.747711 0.129461
0.054577 0.020020 -0.005332 0.035037 0.058514 -0.997672
0.131590 0.000753 -0.005433 0.603617 -0.069533 -0.794237
0.135228 0.028729 0.030131 0.664941 0.393843 -0.634619
0.076362 0.051402 0.013775 0.205168 0.827361 -0.522857
0.105598 0.044155 0.004123 -0.245839 0.821209 0.514955
0.144152 0.004313 0.103431 0.874538 -0.473943 0.102763
0.131018 -0.051371 0.140620 -0.424311 0.516911 0.743480
0.058196 0.053431 0.009978 -0.076696 0.783517 -0.616618
0.083327 -0.036941 0.040586 0.219304 -0.975489 0.018095
0.146501 -0.000777 0.083436 0.622837 -0.758960 -0.189879
0.114644 0.001361 0.121763 0.752909 -0.390663 0.529632
0.075403 -0.023424 -0.005626 -0.127121 -0.632491 -0.764065
0.122671 -0.007392 -0.005994 0.336657 -0.705600 -0.623531
0.138750 -0.028280 0.126975 0.902485 0.239849 0.357762
0.009377 0.019975 0.032968 0.050948 0.267843 0.962115
0.048557 0.045838 -0.003444 -0.291852 0.804087 -0.517944
0.120086 -0.000960 0.105891 -0.428838 -0.846862 0.314519
0.136277 0.040633 0.049292 0.627627 0.774719 -0.076775
0.059792 -0.022944 -0.002181 -0.146686 -0.977609 -0.150880
0.074991 -0.034787 0.022009 0.034978 -0.912247 -0.408146
0.103667 -0.005345 0.086048 -0.013676 -0.554789 0.831879
0.049428 0.046522 0.064394 0.221963 0.719909 0.657620
0.025187 0.000180 0.070660 -0.813741 -0.247502 0.525898
0.036643 -0.008557 0.003403 -0.687817 -0.329563 -0.646758
0.107230 -0.013184 0.077890 0.065571 -0.867151 0.493709
0.137234 0.052848 0.076675 0.439547 0.693777 -0.570501
0.019405 0.009549 0.064466 -0.908988 -0.006569 0.416772
0.085287 0.052187 0.049664 0.757324 0.548975 0.353676
0.022604 0.035989 0.024193 -0.821932 0.536267 -0.191951
0.110271 -0.010957 0.080614 0.216225 -0.771805 0.597966
0.132096 -0.041545 0.120147 0.981870 -0.179106 -0.062067
0.095536 -0.015972 -0.004513 -0.281462 0.387057 -0.878047
0.132416 -0.053785 0.141128 0.447094 -0.380943 0.809314
0.084483 0.053070 -0.004496 -0.005988 0.216823 -0.976193
0.147800 0.049289 0.082058 0.664099 0.742151 0.090468
0.132712 0.019214 0.024375 0.584998 0.121561 -0.801873
0.133644 -0.032177 0.117999 0.982730 -0.174225 -0.062355
0.130417 0.011307 -0.005355 0.422637 0.265536 -0.866527
0.091774 -0.013624 0.012861 0.958484 -0.283632 -0.029353
0.077210 0.053378 0.002203 -0.285583 0.945823 0.154469
0.081208 0.013013 -0.001617 -0.043181 -0.014435 -0.998963
0.069429 -0.032220 0.016886 -0.183069 -0.959921 -0.212221
0.050192 -0.028386 0.016460 -0.289571 -0.956106 -0.044828
0.042385 0.030440 0.084033 -0.346496 0.493706 0.797618
0.123600 0.044286 -0.003534 0.709441 0.584828 -0.393280
0.041805 0.038905 -0.004072 -0.446503 0.257797 -0.856841
0.122334 0.045581 -0.003612 0.548031 0.436579 -0.713486
0.126155 -0.011060 0.119144 -0.775699 0.346024 0.527787
0.145009 0.000099 0.077695 0.596447 -0.672351 -0.438401
0.089222 0.013841 -0.004129 -0.654186 0.329737 -0.680671
0.131078 -0.046337 0.114823 0.945034 -0.309994 -0.103990
0.108042 0.040663 0.068303 0.061702 0.878184 0.474327
0.129248 -0.001281 -0.000922 0.782812 -0.291916 0.549536
0.111124 0.008259 0.121579 0.075769 0.793408 0.603955
0.053699 0.009837 -0.005327 -0.079736 -0.363533 -0.928163
0.132949 0.009214 -0.003864 0.929033 0.357594 0.094996
0.084498 -0.003142 -0.001384 -0.003943 -0.022437 -0.999740
0.116191 -0.005677 0.084883 -0.051508 -0.765159 0.641778
0.089029 -0.007472 0.080866 0.017216 -0.616076 0.787499
0.101660 0.044480 -0.004096 -0.107317 0.756762 -0.644821
0.010909 0.011045 0.033104 0.050630 -0.289517 0.955833
0.015599 0.003244 0.042791 -0.934506 -0.348638 0.071770
0.052274 -0.028441 0.053472 -0.372169 -0.739261 0.561234
0.035281 0.046048 0.021424 -0.539491 0.840134 -0.055886
0.090469 0.009824 0.085899 -0.125787 -0.143813 0.981578
0.137617 -0.008507 0.115511 0.977390 0.179420 0.111882
0.061447 0.010524 -0.003993 0.752093 -0.191166 -0.630723
0.123353 -0.033317 0.123484 -0.949403 0.060896 0.308100
0.126355 0.032015 -0.004882 0.402524 -0.008217 -0.915373
0.020591 0.033396 0.009346 -0.111587 0.950214 -0.290934
0.136368 0.000026 0.030974 0.654041 -0.253608 -0.712681
0.125624 0.006750 0.020867 0.387529 -0.200239 -0.899848
0.150245 0.016882 0.054021 0.998155 0.014074 0.059067
0.007641 0.029217 0.024800 -0.441577 0.857402 0.264331
0.111669 0.018583 0.014727 0.867620 -0.097054 -0.487663
0.021606 0.002374 0.066141 -0.816959 -0.281265 0.503456
0.071061 -0.033071 0.053572 -0.032399 -0.800346 0.598662
0.119802 -0.018922 0.045439 0.364468 -0.924576 -0.111007
0.092304 0.024094 -0.005442 -0.436449 0.135627 -0.889448
0.090913 -0.005995 -0.001343 -0.003677 -0.032707 -0.999458
0.045175 0.040216 -0.004659 -0.217059 0.099009 -0.971124
0.105207 -0.009127 0.013056 0.298571 -0.944338 -0.138137
0.011683 0.031907 0.019819 -0.358624 0.926640 0.112815
0.133443 -0.021517 0.128022 0.135082 0.409621 0.902199
0.089451 0.054317 -0.003425 0.307643 0.780925 -0.543610
0.095126 -0.023383 0.042951 0.909609 -0.414184 -0.032607
0.132448 0.037194 0.034235 0.620507 0.579191 -0.528687
0.059782 0.005059 -0.003552 0.715357 -0.437342 -0.544974
0.047136 0.053520 0.051568 -0.507005 0.801976 0.315880
0.062352 0.044001 0.071157 -0.094278 0.967721 0.233725
0.079283 0.058717 0.042969 0.225840 0.951297 -0.209834
0.141637 -0.000483 0.036694 0.826972 -0.310406 -0.468792
0.089696 0.032025 0.078554 0.152070 0.650136 0.744445
0.135575 -0.038688 0.126470 0.573522 -0.505944 -0.644277
0.112320 0.017252 0.107471 -0.945357 0.326021 -0.003215
0.136325 -0.019549 0.111688 0.966163 -0.129631 0.222991
0.090434 0.025954 0.082249 0.078198 0.329986 0.940741
0.040971 -0.018099 0.063425 -0.286808 -0.685333 0.669373
0.115493 -0.000869 0.099006 -0.686783 -0.670959 0.279542
0.046860 0.045400 -0.003168 -0.291852 0.804087 -0.517944
0.123582 -0.044514 0.121195 -0.985191 -0.022658 -0.169955
0.151944 0.023970 0.103888 0.987696 0.088637 -0.128844
0.122530 -0.025986 0.119507 -0.996225 0.022083 0.083956
0.119463 0.045768 0.055225 -0.066540 0.941820 0.329466
0.036403 0.017530 0.084430 -0.620443 0.045176 0.782949
0.137787 -0.009461 0.058443 0.688509 -0.665637 0.287892
0.097818 0.045588 -0.004525 0.113061 0.079344 -0.990415
0.066238 -0.021752 0.063033 -0.133846 -0.971235 0.196945
0.081102 0.047134 -0.005057 -0.015436 0.012768 -0.999799
0.112733 0.029052 0.013741 0.995230 0.097554 -0.000054
0.046651 0.045058 -0.003343 -0.296359 0.572037 -0.764817
0.134846 -0.005379 0.073096 0.481201 -0.852586 0.203817
0.018835 -0.001405 0.056492 -0.893203 -0.350907 0.281162
0.132416 -0.041717 0.112741 0.928421 -0.366773 -0.059262
0.121112 0.037243 0.108774 -0.540898 0.818915 0.191854
0.047523 -0.005125 -0.005423 -0.059929 -0.002511 -0.998199
0.090853 -0.012210 0.077162 0.113152 -0.741687 0.661134
0.151749 0.022813 0.108997 0.894794 0.166688 0.414196
0.081909 0.057576 0.042463 0.436819 0.892287 -0.114073
0.010081 0.014816 0.033475 0.124745 0.081058 0.988872
0.121468 0.036966 -0.005385 0.016463 0.033638 -0.999298
0.110801 0.035641 0.013065 0.744169 0.645374 0.172352
0.147268 0.003311 0.056089 0.935367 -0.350486 -0.047405
0.103099 0.035279 0.075199 -0.008810 0.786739 0.617224
0.104403 0.044097 0.040859 -0.189777 0.960638 -0.202878
0.029598 -0.018521 0.034476 -0.742843 -0.659898 -0.112775
0.134716 -0.006666 0.085640 0.177269 -0.982320 -0.060194
0.010472 -0.002073 0.014016 -0.547851 -0.816248 -0.183301
0.098474 -0.001883 -0.003157 -0.565038 -0.183005 -0.804513
0.089376 -0.021299 0.063838 0.175752 -0.970626 0.164305
0.076040 0.056062 0.029435 0.066960 0.971568 -0.227094
0.113482 0.038861 0.028179 0.002715 0.804198 -0.594356
0.033900 -0.000630 -0.001544 -0.233690 -0.635938 -0.735508
0.117439 -0.004160 0.092573 -0.367860 -0.921728 0.122871
0.052770 -0.032106 0.037991 -0.378815 -0.925056 0.027755
0.100738 0.041351 0.015850 0.033651 0.992473 -0.117751
0.134619 -0.029909 0.109990 0.892306 0.031516 -0.450330
0.028918 -0.005913 0.071470 -0.678304 -0.433919 0.592974
0.086789 -0.007401 0.127086 -0.424673 0.797081 0.429318
0.035274 -0.018836 0.056809 -0.456843 -0.860064 0.227122
0.105379 -0.019186 -0.006176 0.384408 -0.124614 -0.914714
0.048380 0.045579 -0.003568 -0.272077 0.561996 -0.781111
0.122132 0.021844 -0.002570 0.944481 -0.297711 0.139009
0.090172 -0.005441 0.133154 -0.763177 0.588246 -0.267445
0.051338 0.012588 -0.005989 -0.613793 -0.126932 -0.779196
0.016388 0.023942 0.049756 -0.954262 0.284760 0.091084
0.107665 -0.016296 -0.005457 0.763209 -0.354814 -0.540018
0.007793 0.026872 0.028373 -0.095600 0.684626 0.722598
0.015764 0.032687 0.010264 -0.397324 0.883879 -0.246761
0.133068 -0.035745 0.118920 0.982361 -0.176249 -0.062474
