x y z
0.118446 0.018427 0.115489
0.099265 -0.006262 0.134659
0.058943 0.004483 0.090823
0.136321 -0.034791 0.124510
0.144111 0.002117 0.073119
0.136959 -0.031102 0.122994
0.075671 -0.037066 0.036143
0.097167 0.045168 0.054864
0.149934 0.047616 0.080240
0.124452 -0.017374 0.044746
0.148043 0.023318 0.071868
0.036331 -0.022825 0.020497
0.008833 0.025299 0.029958
0.030840 0.040923 0.015819
0.154045 0.014101 0.080822
0.130693 -0.055070 0.141135
0.084684 -0.014140 0.075194
0.109499 0.003662 0.125804
0.137177 -0.039540 0.128281
0.136454 -0.005446 0.117441
0.141021 0.005494 0.033159
0.137432 -0.016321 0.115428
0.063065 0.059307 0.031703
0.071193 -0.027843 0.057472
0.100124 -0.009272 0.130414
0.097747 0.040638 0.065477
0.094848 -0.001641 0.124712
0.038415 0.047322 0.016895
0.124386 -0.059740 0.132043
0.127189 0.039897 0.070778
0.139454 -0.041864 0.132909
0.033478 -0.021067 0.043331
0.011632 0.003850 0.029128
0.048584 -0.028016 0.018955
0.140592 0.033085 0.065415
0.135378 -0.002270 0.117156
0.029598 -0.018521 0.034476
0.079366 0.047843 0.057952
0.085232 -0.018158 0.131523
0.150989 0.044528 0.076685
0.122626 0.031795 0.114284
0.079815 0.050697 0.020108
0.127354 -0.055476 0.121194
0.132483 -0.039504 0.116311
0.066885 0.048039 0.060701
0.139053 -0.024451 0.122226
0.117354 -0.017567 0.037357
0.150262 0.031955 0.101025
0.105129 0.007812 0.121004
0.097237 0.041579 0.020853
0.070206 0.058999 0.035926
0.102181 -0.012349 0.078430
0.131018 -0.051371 0.140620
0.110647 -0.003064 0.122454
0.124951 -0.058960 0.129617
0.140407 0.026207 0.114594
0.046127 0.009471 0.089463
0.048154 -0.000853 0.087383
0.021960 0.036098 0.045904
0.148105 0.032012 0.108085
0.096381 0.000883 0.132226
0.087853 -0.000054 0.120714
0.129953 -0.049823 0.119836
0.128346 -0.053924 0.124980
0.138442 -0.016047 0.117319
0.112116 0.032586 0.019743
0.087033 -0.006659 0.139936
0.015623 0.001342 0.027284
0.020080 -0.006888 0.031065
0.035134 -0.016330 0.062046
0.126554 -0.016771 0.049152
0.151201 0.028163 0.103541
0.081477 -0.012667 0.142500
0.123828 -0.040514 0.126792
0.137251 -0.004040 0.099117
0.109534 0.009292 0.120404
0.106963 0.013056 0.092665
0.050083 0.056220 0.045145
0.152553 0.013938 0.091972
0.129209 -0.056171 0.141086
0.071258 -0.027465 0.140068
0.086996 0.045383 0.032183
0.110236 0.007388 0.102143
0.137703 -0.014075 0.115270
0.136282 -0.023440 0.127456
0.124041 0.045345 0.043551
0.138458 -0.033605 0.125460
0.049428 0.046522 0.064394
0.131410 0.046678 0.102700
0.136676 -0.015231 0.123070
0.151223 0.023330 0.096483
0.109858 0.028978 0.091664
0.030268 -0.014468 0.015431
0.124474 -0.007924 0.114553
0.065204 -0.020931 0.066629
0.127221 -0.003560 0.116210
0.079461 -0.015358 0.136900
0.127659 -0.014202 0.035750
0.036208 0.035611 0.074965
0.115943 0.003039 0.120921
0.090280 -0.004777 0.139262
0.069985 -0.036636 0.044299
0.024375 -0.009738 0.057235
0.016388 0.023942 0.049756
0.075797 -0.025075 0.137741
0.141637 -0.000483 0.036694
0.001468 0.010626 0.028435
0.149916 0.012806 0.051789
0.051538 0.038315 0.079114
0.082469 -0.016729 0.144744
0.126155 -0.011060 0.119144
0.103072 -0.016569 0.034490
0.114282 0.003812 0.122510
0.091314 0.001411 0.120595
0.015599 0.003244 0.042791
0.076755 -0.001997 0.085408
0.050309 0.056554 0.035395
0.139318 -0.039008 0.132238
0.136999 -0.008317 0.118200
0.136527 -0.016586 0.110138
0.124087 -0.019139 0.108971
0.139893 0.011314 0.114758
0.100738 0.041351 0.015850
0.038206 -0.000937 0.082369
0.069862 -0.022734 0.132670
0.122716 -0.015031 0.066951
0.149503 0.010244 0.048744
0.085484 0.024426 0.083702
0.141798 -0.006675 0.051025
0.133759 0.018804 0.025122
0.130290 -0.014496 0.040192
0.098353 0.044581 0.040198
0.136325 -0.019549 0.111688
0.087294 0.040823 0.022223
0.063178 0.057072 0.020895
0.141436 0.051656 0.081798
0.112320 0.017252 0.107471
0.126821 -0.057436 0.128840
0.142043 -0.003663 0.086501
0.087787 -0.017096 0.133535
0.076318 0.018335 0.088682
0.140934 0.017307 0.031761
0.131270 -0.045554 0.121427
0.089029 -0.007472 0.080866
0.145025 0.029289 0.061885
0.023036 0.006157 0.069955
0.136423 -0.042771 0.136464
0.147268 0.003311 0.056089
0.110823 0.001159 0.125638
0.014910 0.031582 0.022029
0.123582 -0.044514 0.121195
0.147529 0.005427 0.045575
0.075539 0.044032 0.067705
0.132218 0.023354 0.025573
0.125469 0.032730 0.114166
0.152362 0.020826 0.104367
0.091055 -0.010696 0.139567
0.108042 0.040663 0.068303
0.134297 -0.017747 0.107596
0.082827 -0.012618 0.135140
0.131266 -0.045726 0.116873
0.149783 0.036468 0.101093
0.044962 0.052633 0.025585
0.069177 0.056269 0.019465
0.003073 0.025737 0.021614
0.123715 -0.059879 0.133947
0.130651 -0.047504 0.119372
0.065304 0.012347 0.091023
0.026494 -0.012627 0.054688
0.000347 0.011243 0.023501
0.098458 -0.013980 0.075527
0.024545 0.038695 0.025006
0.119745 0.046345 0.047559
0.147718 0.026406 0.049328
0.132096 -0.041545 0.120147
0.116191 -0.005677 0.084883
0.097248 0.042891 0.026931
0.129542 0.044453 0.104957
0.074102 -0.036166 0.028365
0.107056 -0.010944 0.021038
0.135565 -0.012480 0.043955
0.139752 -0.039737 0.130583
0.153304 0.043273 0.081113
0.033778 -0.020668 0.048519
0.131872 0.054687 0.083218
0.027043 0.040814 0.025253
0.120354 -0.007450 0.026153
0.046240 0.051777 0.019078
0.093108 0.028257 0.081362
0.133085 -0.019341 0.106683
0.149386 0.016481 0.047900
0.136424 0.012257 0.027249
0.150214 0.028646 0.098665
0.063573 -0.021516 0.062296
0.057885 0.057572 0.021704
0.121355 -0.017192 0.058505
0.112388 0.003125 0.124209
0.017223 0.003109 0.056517
0.145540 -0.000565 0.057080
0.107726 0.034516 0.075863
0.026573 -0.015445 0.037529
0.115918 0.002221 0.120463
0.126409 -0.040122 0.130716
0.125627 -0.059275 0.135171
0.123660 -0.047095 0.130106
0.145826 0.049702 0.077412
0.088917 -0.008461 0.141180
0.129761 0.053793 0.083768
0.134093 -0.031246 0.113841
0.088393 -0.031599 0.048723
0.117389 0.024949 0.020121
0.016811 -0.000465 0.050343
0.132759 -0.039708 0.134883
0.029042 -0.017858 0.040559
0.093014 0.041899 0.031138
0.081531 0.024757 0.085037
0.046652 0.034428 0.082694
0.084009 -0.018599 0.139570
0.127370 0.045345 0.049722
0.112428 0.040714 0.030802
0.093128 -0.024396 0.046980
0.125438 -0.010954 0.072878
0.107659 0.004191 0.126517
0.040856 -0.025527 0.016635
0.135780 -0.005301 0.095346
0.138714 -0.021937 0.121936
0.126941 -0.056187 0.122823
0.141105 0.040796 0.107486
0.100140 -0.010734 0.123478
0.138518 0.052535 0.077939
0.018835 -0.001405 0.056492
0.046940 0.051294 0.055104
0.015839 0.028567 0.026457
0.030453 0.042567 0.021116
0.117601 0.043113 0.034431
0.065381 0.057005 0.053939
0.108661 0.011689 0.112239
0.104854 0.005462 0.126288
0.122482 0.037509 0.097896
0.135034 0.018458 0.026431
0.003611 0.020921 0.030571
0.133172 -0.039328 0.111901
0.033476 -0.006309 0.075176
0.107301 -0.013301 0.027619
0.133733 0.048264 0.101519
0.104312 0.041625 0.066461
0.129285 0.040175 0.109724
0.087007 -0.008132 0.142363
0.015973 0.024907 0.034251
0.129334 -0.051613 0.122134
0.081959 -0.024755 0.056589
0.082231 -0.034645 0.026008
0.115037 0.000112 0.102926
0.148631 0.036734 0.103939
0.135406 -0.043198 0.136786
0.125794 0.038268 0.110921
0.029590 -0.015581 0.019343
0.072037 -0.016032 0.128586
