x y z
0.101640 0.022471 0.085706
0.116717 -0.003422 0.020396
0.134619 -0.029909 0.109990
0.137305 0.037140 0.062665
0.095186 0.044324 0.044855
0.115911 0.046246 0.050275
0.136576 0.053768 0.091280
0.061284 -0.024138 0.058976
0.100836 0.004306 0.123443
0.081327 -0.004962 0.118739
0.029811 0.030285 0.074736
0.000750 0.009124 0.021446
0.146815 0.050148 0.082272
0.017047 0.007264 0.058264
0.105937 -0.016987 0.036919
0.125795 0.015190 0.019959
0.134237 0.020172 0.025827
0.135290 -0.048683 0.139655
0.144152 0.004313 0.103431
0.015744 0.012838 0.053245
0.047494 0.047688 0.062842
0.065277 0.057482 0.023624
0.130774 0.051951 0.075061
0.118580 0.040332 0.078770
0.068226 -0.020704 0.069130
0.034757 0.048140 0.047453
0.071438 0.054913 0.056081
0.071061 -0.033071 0.053572
0.131555 0.053943 0.077381
0.144806 0.027964 0.064887
0.048918 0.055440 0.028813
0.123461 -0.059936 0.133165
0.119962 0.039580 0.076270
0.103298 -0.014498 0.028684
0.089836 0.001396 0.117384
0.074926 -0.005995 0.083614
0.018948 -0.003684 0.028611
0.084294 0.013034 0.086813
0.115440 0.031412 0.099133
0.123985 -0.059190 0.137346
0.052198 -0.031635 0.033579
0.027622 0.042961 0.042865
0.124219 -0.033742 0.114139
0.136044 -0.022457 0.117366
0.103167 0.041814 0.021110
0.135556 0.039207 0.059443
0.029184 0.044064 0.047885
0.153464 0.039520 0.083398
0.130788 0.006462 0.023291
0.138630 -0.018526 0.118866
0.111543 0.043070 0.033688
0.038865 0.050699 0.045390
0.134328 -0.032535 0.111615
0.116101 0.045623 0.039955
0.123321 -0.007343 0.109723
0.126407 -0.056926 0.124236
0.152176 0.036445 0.075724
0.067067 -0.018729 0.072119
0.152539 0.039444 0.087207
0.076437 -0.022592 0.060094
0.115431 0.037641 0.078018
0.153170 0.042915 0.079609
0.142487 0.028275 0.038473
0.046098 0.048904 0.060130
0.137620 -0.001598 0.114301
0.136098 0.025004 0.115691
0.137897 -0.044859 0.136636
0.091131 -0.030438 0.044076
0.108157 0.010018 0.094541
0.000659 0.012290 0.027504
0.128167 -0.007741 0.119335
0.139124 -0.045576 0.135061
0.040282 -0.023022 0.051166
0.098629 0.004755 0.118844
0.068880 -0.033822 0.022587
0.029662 0.022937 0.078123
0.114617 0.037707 0.086541
0.079339 -0.017624 0.146914
0.138813 -0.021718 0.120922
0.104116 0.007102 0.119923
0.101978 0.004995 0.121207
0.139610 -0.006342 0.040883
0.038217 0.048750 0.028549
0.083545 0.050828 0.053348
0.019477 0.031447 0.048848
0.064753 -0.022741 0.059886
0.095644 -0.010483 0.019335
0.114644 0.001361 0.121763
0.117663 0.009382 0.117759
0.138841 -0.003038 0.034416
0.129917 -0.003266 0.027939
0.108762 0.029917 0.087168
0.059292 0.041936 0.075709
0.023775 0.033875 0.059450
0.073266 -0.020964 0.137967
0.097681 -0.009381 0.080878
0.138608 -0.002936 0.104023
0.137528 -0.044380 0.136879
0.137344 -0.023613 0.126626
0.039714 0.039285 0.071344
0.147000 0.035532 0.071965
0.119942 -0.012055 0.029507
0.090853 -0.012210 0.077162
0.140399 0.001717 0.034109
0.064132 -0.033382 0.024897
0.112349 0.002056 0.104136
0.085591 -0.034137 0.029905
0.027754 -0.009110 0.066295
0.135713 0.043289 0.107252
0.088305 -0.019976 0.067101
0.048115 -0.029260 0.041896
0.153366 0.012050 0.085937
0.150393 0.044441 0.089640
0.147323 0.049468 0.087841
0.044585 0.044342 0.066070
0.133543 -0.011385 0.122862
0.079076 0.051275 0.056084
0.136863 0.016954 0.115880
0.001180 0.008703 0.025358
0.052452 0.051407 0.057137
0.071921 -0.036868 0.041704
0.108892 0.011220 0.115264
0.089448 -0.014641 0.125289
0.126991 -0.057005 0.126418
0.147228 0.016788 0.042301
0.104806 0.032045 0.078486
0.022951 -0.008873 0.022978
0.097244 0.037206 0.071882
0.054066 -0.029076 0.015503
0.070931 0.058623 0.046606
0.122929 -0.033928 0.118699
0.138863 -0.003957 0.078058
0.066200 -0.034179 0.028877
0.014901 0.029932 0.024312
0.137781 -0.042378 0.135580
0.136398 -0.016816 0.111746
0.122540 0.038646 0.104580
0.139653 -0.032726 0.126526
0.053456 0.002660 0.090045
0.038320 0.050771 0.034371
0.144430 0.021838 0.114068
0.038184 0.032434 0.080605
0.048294 -0.028230 0.021723
0.094054 -0.010977 0.136362
0.092370 0.018811 0.085816
0.148858 0.025241 0.054065
0.071938 -0.008535 0.082402
0.028853 0.041851 0.055847
0.106560 0.005183 0.126269
0.112342 -0.016856 0.069781
0.015543 0.008012 0.052883
0.116360 0.000031 0.106779
0.106431 0.007867 0.121793
0.019348 -0.007584 0.047802
0.040102 0.049384 0.021491
0.063432 0.058887 0.043119
0.122309 0.045789 0.054191
0.079546 0.056607 0.050176
0.148097 0.019951 0.046473
0.095853 0.019043 0.086450
0.018736 -0.004200 0.016284
0.033637 -0.020076 0.019669
0.106673 -0.004719 0.113047
0.015619 -0.001410 0.022085
0.148345 0.012143 0.064264
0.038392 0.048088 0.019581
0.086589 -0.028537 0.052817
0.134176 -0.026466 0.108835
0.129907 -0.049564 0.115826
0.136277 0.040633 0.049292
0.086565 0.001803 0.084906
0.110706 0.045602 0.055816
0.078363 -0.015799 0.074911
0.109858 0.032612 0.082636
0.123532 -0.059846 0.135728
0.142674 -0.002865 0.042208
0.155086 0.020291 0.082565
0.055699 -0.031321 0.026459
0.020934 0.032963 0.023153
0.144883 0.051993 0.089716
0.146792 0.020445 0.042544
0.129051 -0.026071 0.128625
0.035550 0.006685 0.083248
0.138361 -0.023564 0.120683
0.111537 0.033538 0.018438
0.001800 0.021205 0.017139
0.144261 0.028601 0.041446
0.125857 0.032995 0.026767
0.098549 0.045076 0.045243
0.077939 -0.031883 0.054361
0.136138 -0.006491 0.034703
0.144347 0.048915 0.075208
0.114890 0.042873 0.063646
0.103103 0.006387 0.122361
0.150260 0.019686 0.051646
0.051640 0.056750 0.039405
0.131139 -0.046036 0.114464
0.030898 0.045003 0.051439
0.067095 0.051283 0.059171
0.153714 0.040860 0.080613
0.114880 0.010385 0.118456
0.134639 0.041341 0.054708
0.130920 -0.046918 0.124491
0.021076 0.022884 0.065280
0.067058 -0.017648 0.073315
0.127101 -0.056240 0.123396
0.102869 0.005786 0.120365
0.154540 0.021063 0.079122
0.086529 -0.034183 0.047570
0.122540 0.036658 0.111201
0.137016 -0.024596 0.119727
0.113281 -0.020225 0.056250
0.148296 0.027479 0.110824
0.092041 0.034840 0.075456
0.018771 -0.005235 0.051246
0.089702 0.001349 0.120235
0.135418 -0.043054 0.129615
0.122148 0.001846 0.112542
0.034424 -0.002940 0.078646
0.006723 0.018691 0.033186
0.150034 0.019083 0.058903
0.121911 0.044511 0.040392
0.092774 0.000978 0.120961
0.021131 0.015171 0.067300
0.111053 -0.000392 0.091129
0.059231 0.044266 0.068440
0.027444 0.012165 0.076427
0.140991 0.051408 0.080438
0.072192 -0.017864 0.131125
0.071785 -0.027167 0.141061
0.066238 -0.021752 0.063033
0.130834 -0.047127 0.115562
0.123118 -0.012671 0.113057
0.099065 -0.016797 0.071336
0.127370 0.041127 0.108313
0.135347 0.032628 0.032693
0.057804 -0.032213 0.048733
0.122472 -0.017085 0.038707
0.101264 0.044287 0.037159
0.124441 -0.007234 0.083933
0.127326 -0.044645 0.133563
0.138013 -0.019188 0.122798
0.030729 0.007753 0.079537
0.139997 -0.002091 0.074972
0.087555 -0.035047 0.043261
0.120086 -0.000960 0.105891
0.138217 -0.022172 0.124273
0.057090 0.056564 0.019431
0.056862 0.053473 0.056885
0.066184 -0.032324 0.018452
0.125672 -0.004634 0.025795
0.029398 0.038248 0.063076
0.151223 0.007845 0.089418
0.091967 -0.004617 0.129621
0.145597 0.017973 0.038561
0.130777 -0.036527 0.109582
0.114227 0.019975 0.112542
0.077991 -0.020399 0.066873
0.097892 -0.001090 0.110887
0.090340 0.001476 0.120311
0.136334 -0.050683 0.139468
0.000815 0.020146 0.023830
0.035225 0.046149 0.028814
0.066458 0.037966 0.081318
0.019820 -0.003119 0.023653
0.104938 0.011307 0.090461
0.119049 0.034668 0.098715
0.131100 0.032622 0.029417
0.051391 -0.028979 0.020206
0.135780 -0.051153 0.139803
0.140958 0.035807 0.049220
0.145100 -0.001572 0.088073
0.104611 0.044798 0.046061
0.043058 -0.027168 0.037260
0.067648 0.059438 0.033490
0.092828 0.003387 0.117528
0.123243 0.035155 0.112969
0.046364 0.055399 0.035824
0.126268 0.043829 0.057147
0.090028 0.039457 0.022897
0.095900 -0.000637 0.134475
0.149411 0.022850 0.056609
0.123816 -0.059868 0.131812
0.015957 0.031258 0.021969
0.041453 0.019368 0.087279
0.106128 -0.020725 0.052281
0.112002 -0.014944 0.073552
0.101996 0.007073 0.088819
0.089594 0.044031 0.036469
0.135800 -0.050234 0.136845
0.061479 0.031230 0.087334
0.150327 0.033527 0.098249
0.048501 0.055157 0.048659
0.060669 0.059481 0.035918
0.101581 0.002541 0.130289
0.143934 0.031242 0.111767
0.015056 0.015150 0.046972
0.043053 -0.013311 0.074243
0.035001 -0.021459 0.023576
0.029069 0.043689 0.035449
0.039166 0.051692 0.041657
0.050359 0.022909 0.090125
0.126380 -0.009835 0.030395
0.122102 0.006413 0.115473
0.101030 -0.020493 0.058626
0.100560 -0.013763 0.027088
0.105812 -0.007191 0.120647
0.141870 -0.000949 0.097291
0.093564 -0.004577 0.137907
0.130347 -0.048618 0.115704
0.108853 0.006665 0.104725
0.100440 0.044790 0.042744
0.080733 -0.037369 0.035946
0.122231 0.003686 0.020299
0.089522 -0.032806 0.044155
0.109316 0.006718 0.123842
0.066782 0.058455 0.049467
0.027808 0.042498 0.052204
0.041263 -0.016217 0.065828
0.143470 0.018356 0.036390
0.036403 0.017530 0.084430
0.139632 -0.041400 0.131742
0.051360 0.008251 0.090869
0.063458 -0.019987 0.069444
0.111991 0.002658 0.098621
0.031081 0.043671 0.055542
0.129856 0.012455 0.021690
0.057363 0.058129 0.037605
0.092405 0.039706 0.020581
0.031252 0.035167 0.071012
0.114999 -0.006807 0.023125
0.128358 0.022694 0.022615
0.053378 -0.021564 0.059238
0.120556 0.035001 0.112082
0.002617 0.017295 0.031033
0.146917 0.008697 0.042414
0.062728 0.000851 0.089511
0.061855 0.052943 0.058191
0.152767 0.018738 0.074742
0.043727 -0.027099 0.045403
0.139051 -0.034557 0.130108
0.035459 0.046004 0.056931
0.065730 -0.020332 0.069357
0.009377 0.019975 0.032968
0.093401 -0.026417 0.035835
0.140405 -0.006899 0.043742
0.105777 0.026701 0.083805
0.125742 0.043014 0.038631
0.138989 -0.024175 0.123054
0.087107 -0.012869 0.142152
0.131474 -0.044746 0.113602
0.102715 0.025700 0.083808
0.042016 -0.027268 0.028423
0.150755 0.028982 0.105315
0.095528 0.003913 0.119457
0.037616 -0.023376 0.045465
0.116618 0.031174 0.109194
0.129389 -0.003000 0.117608
0.127314 -0.057465 0.140553
0.072665 -0.015616 0.074872
0.132536 -0.044926 0.127463
0.059909 -0.032513 0.025741
0.097976 0.029495 0.081691
0.143213 0.029462 0.066265
0.084654 -0.018830 0.135911
0.049055 -0.029404 0.047032
0.095496 0.043909 0.041191
0.011501 0.030288 0.024411
0.132288 0.041189 0.059729
0.090015 -0.004191 0.137032
0.123555 0.038329 0.109498
0.086714 0.028411 0.081526
0.108901 -0.002699 0.087864
0.031928 0.044529 0.054780
0.140415 -0.004235 0.039247
0.089376 -0.021299 0.063838
0.149127 0.017904 0.112006
0.142953 0.031106 0.063632
0.127166 0.052262 0.083301
0.124168 -0.059317 0.129578
0.132399 -0.006253 0.095284
0.137485 -0.021209 0.118385
0.036161 0.049675 0.042531
0.149358 0.023637 0.073085
0.127412 -0.055333 0.120938
0.151922 0.040782 0.075324
0.019230 0.029268 0.053749
0.081323 0.042270 0.069468
0.044472 0.041135 0.070656
0.021017 0.029636 0.059233
0.095323 -0.016682 0.071488
0.129888 -0.050142 0.117251
0.108228 -0.020201 0.045839
0.070754 -0.027650 0.137863
0.068898 -0.019265 0.071308
0.084480 -0.003478 0.117385
0.153099 0.018506 0.091918
0.072435 -0.014025 0.125797
0.031502 -0.010917 0.067780
0.086965 -0.001990 0.116658
0.135979 -0.026929 0.119814
0.147946 0.001518 0.088055
0.100512 -0.015650 0.031627
0.133327 -0.046774 0.130879
0.031378 0.040347 0.062137
0.037848 -0.013243 0.069444
0.085314 -0.009518 0.143548
0.101755 -0.009986 0.081942
0.062388 -0.033269 0.050744
0.130590 -0.010503 0.122299
0.052395 0.057160 0.031609
0.078484 -0.023191 0.141875
0.133459 -0.009112 0.121719
0.100346 -0.019399 0.063039
0.154868 0.025483 0.082641
0.120363 0.021813 0.115637
0.026726 0.023978 0.074413
0.121112 0.037243 0.108774
0.092796 0.031906 0.078481
0.020528 -0.005681 0.055423
0.041874 0.049656 0.052839
0.139960 0.049851 0.075386
0.076537 -0.018035 0.138228
0.132752 0.039061 0.037738
0.071964 0.047699 0.060260
0.057422 0.014119 0.091747
0.047136 0.053520 0.051568
0.043743 0.053377 0.032547
0.021194 0.034626 0.030197
0.062352 0.044001 0.071157
0.062157 -0.018186 0.072358
0.132648 -0.040732 0.111747
0.101054 0.040626 0.066408
0.123517 -0.002362 0.023031
0.137734 -0.011025 0.050349
0.129595 -0.015272 0.104878
0.117087 0.037476 0.075223
0.149691 0.013548 0.099739
0.143615 0.041148 0.070556
0.091918 -0.015198 0.073632
0.132448 0.037194 0.034235
0.080535 0.057631 0.046443
0.011683 0.031907 0.019819
0.001823 0.023086 0.024180
0.015440 0.003194 0.038232
0.127191 -0.007110 0.088923
0.069861 0.058204 0.031715
0.134640 -0.031504 0.110585
0.084977 -0.014528 0.123654
0.124523 -0.046127 0.131029
0.083611 0.055463 0.038452
0.126674 -0.016006 0.054812
0.038248 0.049439 0.049909
0.035752 -0.023265 0.029450
0.124037 -0.059789 0.133918
0.132118 0.035135 0.031948
0.072635 0.035717 0.082312
0.125185 -0.040636 0.115414
0.126157 0.002273 0.022164
0.151049 0.006596 0.081623
0.023681 0.038482 0.038767
0.097242 0.000929 0.126133
0.136003 -0.051004 0.139160
0.135575 -0.038688 0.126470
0.141465 -0.004430 0.041755
0.135187 -0.014637 0.107884
0.130469 -0.013102 0.123637
0.107130 0.045099 0.054209
0.046240 -0.004985 0.084171
0.077280 -0.019444 0.146423
0.080669 -0.022191 0.061765
0.146842 0.024779 0.063752
0.133142 -0.034490 0.109530
0.129326 -0.051676 0.121552
0.043862 0.052298 0.047749
0.106420 0.009131 0.116752
0.079144 -0.016911 0.146833
0.086411 0.045714 0.058306
0.080373 -0.034094 0.051694
0.089178 -0.015252 0.137239
0.130328 -0.050402 0.127795
0.134347 -0.035839 0.122793
0.136303 -0.017256 0.124395
0.134655 -0.029925 0.112423
0.133068 -0.035745 0.118920
0.134160 -0.052425 0.140453
0.113226 -0.003467 0.088189
0.127526 -0.055795 0.125971
0.098565 -0.007391 0.083196
0.090054 -0.020292 0.015706
0.094668 0.041983 0.027039
0.019033 -0.003605 0.017562
0.045295 -0.027134 0.017861
0.128911 -0.056392 0.141072
0.147337 0.048292 0.092434
0.093154 -0.002711 0.136876
0.142778 0.000749 0.068588
0.115971 -0.013098 0.030089
0.042834 -0.025454 0.048952
0.088149 0.048621 0.039091
0.093095 -0.017215 0.024748
0.034914 0.040711 0.064915
0.133174 -0.002990 0.118682
0.036432 0.047846 0.054076
0.135271 -0.011795 0.057070
0.138729 0.022785 0.031205
0.139180 -0.028803 0.125696
0.124591 0.027421 0.023361
0.068457 -0.000187 0.088406
0.060810 0.045299 0.064235
0.083327 -0.036941 0.040586
0.102636 -0.001625 0.087283
0.077915 -0.006109 0.082457
0.126744 -0.057698 0.140473
0.067371 -0.009784 0.082598
0.130071 -0.049295 0.122262
0.150007 0.015448 0.059242
0.149201 0.027501 0.109993
0.001255 0.015227 0.016432
0.017634 0.026836 0.051369
0.098805 0.002408 0.124707
0.028918 -0.005913 0.071470
0.022862 0.028092 0.065904
0.006375 0.029304 0.022084
0.134267 0.054756 0.083142
0.117901 -0.017931 0.061289
0.134489 -0.026180 0.115282
0.108895 0.002905 0.092072
0.115846 0.004892 0.121000
0.133644 -0.032177 0.117999
0.103667 -0.005345 0.086048
0.139140 -0.037154 0.131353
0.145847 0.050861 0.083593
0.088383 -0.008237 0.117162
0.149641 0.033989 0.073645
0.126904 0.005023 0.114870
0.149800 0.009665 0.096127
0.112314 0.037322 0.072930
0.098909 0.002075 0.087561
0.048923 -0.024871 0.055232
0.043589 -0.027246 0.024720
0.137956 -0.048746 0.137052
0.129771 0.049456 0.093448
0.105985 0.006771 0.124361
0.141747 0.051934 0.094301
0.099298 -0.007703 0.133592
0.148681 0.020275 0.047558
0.089074 -0.014304 0.139259
0.071517 -0.027853 0.139637
0.144487 -0.000512 0.062328
0.139136 -0.026348 0.124430
0.119093 0.012270 0.018096
0.019461 -0.005771 0.037011
0.069908 -0.024811 0.132127
0.099167 0.002437 0.122726
0.139825 -0.034395 0.127840
0.087887 0.039682 0.019061
0.097882 -0.000747 0.133886
0.064596 0.035353 0.084056
0.149717 0.047081 0.086160
0.103849 0.001987 0.129749
0.000826 0.012865 0.028493
0.052124 -0.017732 0.071853
0.094492 -0.022038 0.054823
0.146087 0.002220 0.044361
0.145809 0.033792 0.071765
0.016376 0.000017 0.043929
0.128287 -0.053604 0.119622
0.144678 -0.002885 0.049445
0.105279 0.040792 0.018552
0.037809 -0.008024 0.077350
0.063563 0.007424 0.090874
0.131187 -0.007981 0.032095
0.103434 -0.004711 0.111883
0.091626 -0.005350 0.139196
0.081886 -0.018218 0.070986
0.077367 -0.021311 0.146385
0.080983 -0.010500 0.127604
0.150077 0.044201 0.074726
0.154925 0.023959 0.086254
0.082895 -0.013445 0.145206
0.120046 -0.018489 0.055028
0.104140 0.043040 0.062451
0.015936 0.018726 0.051741
0.030179 0.042843 0.028647
0.127619 -0.057996 0.139056
0.080913 0.056341 0.037176
0.068544 -0.030096 0.056201
0.125627 -0.058276 0.139914
0.122254 -0.000472 0.109558
0.108277 0.026101 0.091181
0.061687 -0.033896 0.033368
0.136495 -0.045503 0.137754
0.003990 0.025008 0.016321
0.122777 -0.017610 0.115812
0.149125 0.008550 0.056880
0.144149 -0.001566 0.043672
0.074991 -0.034787 0.022009
0.046890 0.040490 0.072436
0.060911 -0.032369 0.023033
0.129397 -0.051742 0.119213
0.060009 -0.018699 0.069888
0.084718 -0.010517 0.136893
0.002690 0.005269 0.025420
0.129248 -0.052216 0.120051
0.113525 0.024414 0.102973
0.033619 0.044399 0.019112
0.092755 0.002970 0.119938
0.050329 0.053342 0.053848
0.130701 0.043496 0.051949
0.063907 -0.024001 0.059265
0.109406 0.002423 0.126452
0.014359 0.009167 0.036984
0.135540 0.031365 0.114290
0.128353 0.046266 0.073047
0.130260 -0.015131 0.049970
0.120271 -0.018494 0.049969
0.044858 -0.015618 0.070416
0.139851 -0.034798 0.127975
0.017902 0.029358 0.044539
0.006496 0.023729 0.030944
0.119211 -0.005215 0.089687
0.071490 -0.024881 0.139585
0.137867 -0.016408 0.116188
0.123628 -0.017196 0.053390
0.065338 0.058128 0.028349
0.099191 0.026589 0.083785
0.140544 -0.007966 0.054403
0.106126 0.016542 0.091692
0.073969 0.058428 0.047994
0.087769 -0.004221 0.123871
0.126426 -0.025567 0.126320
0.153647 0.028611 0.080978
0.132911 0.040433 0.069327
0.039636 0.052202 0.038714
0.138097 -0.014158 0.118950
0.094457 -0.003788 0.137134
0.049823 -0.017747 0.068999
0.121005 0.043939 0.037359
0.085537 0.039606 0.071486
0.030233 -0.017952 0.026229
0.131761 -0.017085 0.105342
0.075858 0.053764 0.055812
0.009197 0.030299 0.015713
0.022322 -0.009588 0.052557
0.032057 0.044822 0.033238
0.103999 -0.008225 0.084004
0.055303 0.045162 0.064243
0.106591 0.027977 0.083569
0.040322 -0.025952 0.025827
0.017491 0.011382 0.059850
0.034101 0.029404 0.079448
0.147381 0.008114 0.064468
0.139305 -0.029417 0.124524
0.031092 0.038085 0.065947
0.096802 0.040483 0.016368
0.120481 0.036259 0.102414
0.019138 0.026026 0.058380
0.046683 0.021909 0.089214
0.026071 0.041106 0.040134
0.141783 0.009464 0.032979
0.103099 0.035279 0.075199
0.097353 0.002146 0.128745
0.080690 0.054854 0.032764
0.072963 -0.031715 0.054966
0.008559 -0.001296 0.016268
0.145404 0.003556 0.065444
0.090469 0.009824 0.085899
0.126299 -0.016533 0.040914
0.060266 0.056855 0.019910
0.149132 0.013636 0.047277
0.072466 -0.033150 0.017686
0.065388 -0.016161 0.074812
0.127326 -0.022035 0.106890
0.031574 0.046014 0.040969
0.024805 -0.013531 0.050983
0.020049 -0.000107 0.061436
0.067725 -0.035424 0.033894
0.146034 0.029228 0.071991
0.039922 0.050284 0.028344
0.128510 -0.053523 0.120267
0.066562 -0.019689 0.070660
0.060954 -0.017229 0.074207
0.126513 0.041676 0.072556
0.136344 -0.011423 0.121261
0.035551 0.048114 0.034196
0.087155 0.051076 0.046847
0.075637 -0.036982 0.046118
0.083272 0.047331 0.056884
0.025262 -0.013128 0.026305
0.128692 -0.053284 0.122603
0.141705 0.034641 0.056986
0.033842 0.045208 0.025837
0.103093 0.028409 0.082049
0.122226 -0.003099 0.105526
0.079076 -0.014197 0.132085
0.133999 -0.052550 0.140515
0.116717 -0.003056 0.095565
0.134661 -0.000916 0.116988
0.055818 0.038642 0.079634
0.084561 -0.009462 0.140185
0.142370 -0.004968 0.057171
0.075663 -0.023924 0.145657
0.154237 0.016274 0.086915
0.145006 0.050287 0.093330
0.077920 -0.018687 0.147116
0.141707 0.034501 0.044751
0.111339 -0.017522 0.037796
0.107230 -0.013184 0.077890
0.132815 -0.029336 0.108446
0.060050 -0.032643 0.029253
0.084381 -0.010398 0.130288
0.122694 -0.009887 0.076568
0.131748 0.039377 0.067997
0.048420 -0.029744 0.033121
0.096291 0.042989 0.030403
0.111124 0.008259 0.121579
0.002083 0.022866 0.026609
0.147475 0.048958 0.078275
0.131531 0.043036 0.045901
0.015147 0.032836 0.019108
0.150126 0.036958 0.098841
0.062923 0.040438 0.078335
0.077971 -0.018552 0.147144
0.087926 -0.007045 0.141476
0.132220 0.053200 0.088308
0.129054 -0.009006 0.120740
0.033388 0.032889 0.075861
0.087302 -0.008362 0.134904
0.131998 -0.014240 0.104602
0.027571 0.040610 0.020218
0.132416 -0.053785 0.141128
0.107664 -0.005827 0.122584
0.044918 -0.028412 0.028493
0.137208 -0.036127 0.132240
0.065501 -0.018171 0.072837
0.146125 -0.000362 0.049243
0.065268 -0.028464 0.057075
0.137543 -0.048424 0.137991
0.135118 -0.031821 0.121497
0.070954 -0.018181 0.071782
0.085039 -0.001808 0.121438
0.135120 -0.028661 0.111129
0.077502 0.055435 0.028518
0.139318 -0.039008 0.132238
0.124899 -0.058898 0.137835
0.142969 -0.000110 0.040062
0.127705 0.041820 0.062924
0.147744 0.023916 0.046657
0.137301 -0.007561 0.038597
0.141231 -0.004631 0.041630
0.139519 -0.039367 0.131486
0.015128 -0.003494 0.018538
0.010027 0.031567 0.019594
0.022604 0.035989 0.024193
0.039852 -0.021249 0.055393
0.060763 -0.025732 0.058130
0.087516 -0.007184 0.136674
0.092711 -0.014295 0.019369
0.138400 -0.046134 0.134530
0.054470 0.057691 0.042248
0.033931 -0.022181 0.033102
0.142595 0.035330 0.070144
0.113672 -0.006434 0.018180
0.133341 -0.013383 0.042035
0.152019 0.019469 0.101215
0.022171 -0.012220 0.044040
0.130193 0.015267 0.116213
0.122765 0.039244 0.073590
0.111635 0.042602 0.063675
0.114923 0.045455 0.055014
0.027186 0.006380 0.075771
0.076287 -0.037490 0.040384
0.096022 -0.002291 0.135564
0.078328 -0.035586 0.024995
0.040617 -0.025522 0.020821
0.103490 -0.021008 0.054280
0.146582 0.006180 0.071196
0.095450 -0.005829 0.113821
0.001586 0.022400 0.021175
0.083635 0.045264 0.062152
0.119827 0.002336 0.115371
0.147187 0.027992 0.051438
0.017253 0.032614 0.018964
0.124197 -0.016842 0.119670
0.139243 0.050226 0.098666
0.138750 -0.028280 0.126975
0.095126 -0.023383 0.042951
0.116874 0.032250 0.104014
0.084332 -0.001317 0.120095
0.126785 -0.036924 0.112046
0.053730 0.040342 0.076391
0.139384 -0.008873 0.046711
0.011210 0.020843 0.032418
0.043325 0.036242 0.079069
0.013699 0.005770 0.033077
0.115273 0.014979 0.114977
0.149863 0.013088 0.055947
0.112875 0.000110 0.095641
0.040015 0.042648 0.066068
0.030416 -0.015477 0.056421
0.118000 0.003177 0.117952
0.026575 0.018177 0.075149
0.127580 0.050059 0.087747
0.117236 0.018019 0.017817
0.039161 -0.011174 0.074792
0.098260 -0.021963 0.048469
0.054009 0.018393 0.091376
0.024341 -0.014685 0.046417
0.048593 0.055991 0.038454
0.125019 -0.059437 0.133149
0.035283 0.038273 0.070095
0.131648 -0.031381 0.131515
0.075270 0.058516 0.041775
0.124315 -0.059352 0.130041
0.150198 0.016730 0.050777
0.129318 -0.032507 0.130887
0.115043 0.046620 0.044229
0.130323 -0.027975 0.107645
0.113311 0.013591 0.114839
0.151004 0.015848 0.109950
0.134784 -0.010680 0.039097
0.075738 -0.027435 0.056993
0.071645 0.059082 0.039342
0.007641 0.029217 0.024800
0.114558 -0.008996 0.081544
0.059580 -0.011863 0.080493
0.118995 0.034803 0.107082
0.092086 -0.004059 0.138087
0.083106 0.051187 0.030991
0.000619 0.011255 0.025880
0.146501 -0.000777 0.083436
0.105003 0.038726 0.070948
0.077795 -0.016105 0.124699
0.029183 0.040185 0.059578
0.133306 0.016517 0.024452
0.024557 0.039492 0.042881
0.107487 -0.005840 0.116790
0.049905 0.055392 0.025219
0.154058 0.028429 0.085460
0.111615 0.034369 0.078287
0.132768 0.020642 0.024676
0.014191 0.016585 0.036858
0.102902 -0.002873 0.132258
0.003505 0.008557 0.030444
0.096137 0.004433 0.116614
0.098668 0.002060 0.131270
0.141140 0.053661 0.085392
0.079966 -0.017443 0.146827
0.015359 0.033583 0.016352
0.079417 -0.018740 0.147062
0.074354 0.055606 0.023662
0.137365 -0.005174 0.116129
0.138893 0.007922 0.030585
0.117597 0.013923 0.115922
0.025187 0.000180 0.070660
0.133346 -0.052453 0.136839
0.135127 -0.009568 0.106286
0.103656 -0.011104 0.020495
0.073863 -0.022452 0.142255
0.105160 -0.002036 0.109177
0.029929 0.041091 0.059203
0.145857 0.024473 0.069430
0.058038 0.027274 0.089486
0.042314 0.053625 0.035281
0.016255 0.025904 0.040725
0.143233 0.003787 0.036719
0.070797 -0.019125 0.130078
0.086481 -0.030223 0.023544
0.108584 0.042133 0.064889
0.003004 0.024979 0.019929
0.060572 0.057216 0.051893
0.129803 0.043035 0.057465
0.088279 -0.007091 0.141473
0.134257 -0.028521 0.117449
0.151147 0.008659 0.092605
0.138885 -0.021877 0.120584
0.090490 0.044522 0.039243
0.108222 0.030524 0.081291
0.100200 0.004181 0.110708
0.101014 -0.018689 0.040755
0.121789 0.026464 0.115368
0.074224 -0.029770 0.056139
0.142782 -0.004530 0.046801
0.093065 -0.027937 0.041202
0.125884 -0.015281 0.062354
0.114067 -0.019976 0.043426
0.048163 0.053574 0.022429
0.075585 -0.033917 0.052469
0.121454 0.005867 0.019682
0.131490 0.043205 0.054193
0.119612 0.029780 0.114038
0.092458 -0.013994 0.133369
0.135997 -0.014546 0.123201
0.122933 -0.028733 0.115032
0.139969 -0.003245 0.036676
0.152001 0.023602 0.106601
0.025511 0.040802 0.049929
0.131451 -0.023931 0.128867
0.120129 0.042029 0.086977
0.096774 -0.012970 0.025127
0.072334 -0.003417 0.086133
0.122992 -0.017976 0.112118
0.076851 -0.021473 0.146505
